gene	P6
ENSMUSG00000041828	4262
ENSMUSG00000041831	71
ENSMUSG00000041836	3873
ENSMUSG00000041837	783
ENSMUSG00000041840	543
ENSMUSG00000041841	7303
ENSMUSG00000041842	894
ENSMUSG00000041845	844
ENSMUSG00000041846	4995
ENSMUSG00000041849	932
ENSMUSG00000041852	3677
ENSMUSG00000041857	1
ENSMUSG00000041859	641
ENSMUSG00000041870	8894
ENSMUSG00000041872	0
ENSMUSG00000041878	76
ENSMUSG00000041879	4356
ENSMUSG00000041881	3207
ENSMUSG00000041885	0
ENSMUSG00000041886	2379
ENSMUSG00000041889	4668
ENSMUSG00000041890	3340
ENSMUSG00000041891	8701
ENSMUSG00000041895	2098
ENSMUSG00000041907	1
ENSMUSG00000041911	2
ENSMUSG00000041912	268
ENSMUSG00000041915	2628
ENSMUSG00000041920	1294
ENSMUSG00000041921	1689
ENSMUSG00000041923	76
ENSMUSG00000041926	4064
ENSMUSG00000041930	426
ENSMUSG00000041935	5626
ENSMUSG00000041936	14177
ENSMUSG00000041939	501
ENSMUSG00000041945	271
ENSMUSG00000041949	344
ENSMUSG00000041954	108
ENSMUSG00000041957	5318
ENSMUSG00000041958	2498
ENSMUSG00000041959	11405
ENSMUSG00000041961	1122
ENSMUSG00000041966	928
ENSMUSG00000041974	794
ENSMUSG00000041975	398
ENSMUSG00000041977	7946
ENSMUSG00000041984	1
ENSMUSG00000041986	332
ENSMUSG00000041991	0
ENSMUSG00000041992	8559
ENSMUSG00000041995	1125
ENSMUSG00000041997	4539
ENSMUSG00000042002	2
ENSMUSG00000042010	3038
ENSMUSG00000042015	1890
ENSMUSG00000042029	674
ENSMUSG00000042031	0
ENSMUSG00000042032	4212
ENSMUSG00000042035	8763
ENSMUSG00000042041	18
ENSMUSG00000042042	2519
ENSMUSG00000042043	3044
ENSMUSG00000042045	190
ENSMUSG00000042046	3776
ENSMUSG00000042050	1230
ENSMUSG00000042055	3746
ENSMUSG00000042063	2285
ENSMUSG00000042064	1234
ENSMUSG00000042066	997
ENSMUSG00000042073	5895
ENSMUSG00000042078	1
ENSMUSG00000042079	9727
ENSMUSG00000042082	6133
ENSMUSG00000042087	43
ENSMUSG00000042092	7
ENSMUSG00000042096	38
ENSMUSG00000042097	54
ENSMUSG00000042099	12450
ENSMUSG00000042102	0
ENSMUSG00000042104	280
ENSMUSG00000042105	2086
ENSMUSG00000042106	159
ENSMUSG00000042109	77
ENSMUSG00000042111	1498
ENSMUSG00000042115	3791
ENSMUSG00000042116	642
ENSMUSG00000042118	0
ENSMUSG00000042121	3463
ENSMUSG00000042124	0
ENSMUSG00000042129	2394
ENSMUSG00000042133	4803
ENSMUSG00000042138	1646
ENSMUSG00000042148	855
ENSMUSG00000042155	713
ENSMUSG00000042156	523
ENSMUSG00000042157	1
ENSMUSG00000042165	10
ENSMUSG00000042167	2132
ENSMUSG00000042178	1596
ENSMUSG00000042179	5
ENSMUSG00000042182	101
ENSMUSG00000042184	0
ENSMUSG00000042185	2150
ENSMUSG00000042189	0
ENSMUSG00000042190	1316
ENSMUSG00000042195	354
ENSMUSG00000042197	2522
ENSMUSG00000042198	1762
ENSMUSG00000042200	2
ENSMUSG00000042202	1370
ENSMUSG00000042203	1597
ENSMUSG00000042207	3774
ENSMUSG00000042208	1696
ENSMUSG00000042210	660
ENSMUSG00000042211	3721
ENSMUSG00000042212	1
ENSMUSG00000042213	200
ENSMUSG00000042215	809
ENSMUSG00000042216	454
ENSMUSG00000042219	0
ENSMUSG00000042225	511
ENSMUSG00000042228	4035
ENSMUSG00000042229	1995
ENSMUSG00000042240	0
ENSMUSG00000042243	0
ENSMUSG00000042244	15
ENSMUSG00000042246	332
ENSMUSG00000042248	0
ENSMUSG00000042249	6416
ENSMUSG00000042250	0
ENSMUSG00000042251	486
ENSMUSG00000042254	3147
ENSMUSG00000042256	1
ENSMUSG00000042258	2179
ENSMUSG00000042262	6
ENSMUSG00000042265	193
ENSMUSG00000042268	34
ENSMUSG00000042269	73
ENSMUSG00000042271	1344
ENSMUSG00000042272	4372
ENSMUSG00000042275	312
ENSMUSG00000042279	1
ENSMUSG00000042282	2
ENSMUSG00000042284	3692
ENSMUSG00000042286	6435
ENSMUSG00000042289	290
ENSMUSG00000042292	3130
ENSMUSG00000042293	212
ENSMUSG00000042298	981
ENSMUSG00000042302	1009
ENSMUSG00000042303	1003
ENSMUSG00000042305	3077
ENSMUSG00000042306	1125
ENSMUSG00000042308	1704
ENSMUSG00000042312	2187
ENSMUSG00000042320	108
ENSMUSG00000042323	6552
ENSMUSG00000042328	1069
ENSMUSG00000042331	7746
ENSMUSG00000042333	392
ENSMUSG00000042340	671
ENSMUSG00000042345	16
ENSMUSG00000042348	956
ENSMUSG00000042349	1226
ENSMUSG00000042350	3199
ENSMUSG00000042351	441
ENSMUSG00000042353	0
ENSMUSG00000042354	2560
ENSMUSG00000042357	360
ENSMUSG00000042359	391
ENSMUSG00000042360	1
ENSMUSG00000042363	3461
ENSMUSG00000042364	2186
ENSMUSG00000042367	655
ENSMUSG00000042369	1423
ENSMUSG00000042371	6
ENSMUSG00000042372	0
ENSMUSG00000042377	910
ENSMUSG00000042379	5226
ENSMUSG00000042380	1210
ENSMUSG00000042385	13
ENSMUSG00000042386	0
ENSMUSG00000042388	2
ENSMUSG00000042389	394
ENSMUSG00000042390	4746
ENSMUSG00000042396	3003
ENSMUSG00000042401	3
ENSMUSG00000042404	1607
ENSMUSG00000042406	8881
ENSMUSG00000042408	1385
ENSMUSG00000042410	4111
ENSMUSG00000042414	0
ENSMUSG00000042417	5
ENSMUSG00000042419	748
ENSMUSG00000042423	5510
ENSMUSG00000042425	0
ENSMUSG00000042426	1592
ENSMUSG00000042428	380
ENSMUSG00000042429	5848
ENSMUSG00000042433	0
ENSMUSG00000042436	457
ENSMUSG00000042439	939
ENSMUSG00000042444	4372
ENSMUSG00000042446	2955
ENSMUSG00000042447	1294
ENSMUSG00000042448	1
ENSMUSG00000042451	492
ENSMUSG00000042453	470
ENSMUSG00000042459	0
ENSMUSG00000042460	3476
ENSMUSG00000042462	421
ENSMUSG00000042472	1881
ENSMUSG00000042473	2609
ENSMUSG00000042474	11
ENSMUSG00000042476	428
ENSMUSG00000042477	2
ENSMUSG00000042485	692
ENSMUSG00000042487	1381
ENSMUSG00000042489	59
ENSMUSG00000042492	2261
ENSMUSG00000042496	946
ENSMUSG00000042498	58
ENSMUSG00000042499	0
ENSMUSG00000042500	1154
ENSMUSG00000042501	0
ENSMUSG00000042502	3948
ENSMUSG00000042505	346
ENSMUSG00000042506	8062
ENSMUSG00000042507	6148
ENSMUSG00000042508	3437
ENSMUSG00000042510	1935
ENSMUSG00000042514	1111
ENSMUSG00000042515	638
ENSMUSG00000042520	10482
ENSMUSG00000042523	1447
ENSMUSG00000042524	8939
ENSMUSG00000042525	0
ENSMUSG00000042529	107
ENSMUSG00000042532	29
ENSMUSG00000042535	3957
ENSMUSG00000042540	0
ENSMUSG00000042541	3377
ENSMUSG00000042548	3862
ENSMUSG00000042549	122
ENSMUSG00000042554	0
ENSMUSG00000042557	3559
ENSMUSG00000042558	1601
ENSMUSG00000042564	364
ENSMUSG00000042567	74
ENSMUSG00000042569	823
ENSMUSG00000042570	1858
ENSMUSG00000042572	4040
ENSMUSG00000042579	585
ENSMUSG00000042581	1
ENSMUSG00000042589	311
ENSMUSG00000042590	1281
ENSMUSG00000042594	3409
ENSMUSG00000042595	1822
ENSMUSG00000042596	0
ENSMUSG00000042599	3824
ENSMUSG00000042604	124
ENSMUSG00000042605	4410
ENSMUSG00000042606	880
ENSMUSG00000042607	82
ENSMUSG00000042608	6811
ENSMUSG00000042613	17145
ENSMUSG00000042616	325
ENSMUSG00000042622	3130
ENSMUSG00000042625	6575
ENSMUSG00000042626	6011
ENSMUSG00000042628	3407
ENSMUSG00000042631	1
ENSMUSG00000042632	808
ENSMUSG00000042638	3
ENSMUSG00000042641	12
ENSMUSG00000042642	1231
ENSMUSG00000042644	5777
ENSMUSG00000042647	612
ENSMUSG00000042650	7610
ENSMUSG00000042655	0
ENSMUSG00000042659	1769
ENSMUSG00000042660	776
ENSMUSG00000042662	50
ENSMUSG00000042670	946
ENSMUSG00000042671	5
ENSMUSG00000042672	37
ENSMUSG00000042675	5520
ENSMUSG00000042677	813
ENSMUSG00000042678	34
ENSMUSG00000042680	473
ENSMUSG00000042682	5453
ENSMUSG00000042684	279
ENSMUSG00000042686	2910
ENSMUSG00000042688	3539
ENSMUSG00000042694	508
ENSMUSG00000042699	10554
ENSMUSG00000042700	2411
ENSMUSG00000042705	1408
ENSMUSG00000042707	22
ENSMUSG00000042708	13
ENSMUSG00000042709	1383
ENSMUSG00000042712	7571
ENSMUSG00000042717	1038
ENSMUSG00000042719	2787
ENSMUSG00000042724	1339
ENSMUSG00000042726	5414
ENSMUSG00000042729	1438
ENSMUSG00000042734	1075
ENSMUSG00000042737	819
ENSMUSG00000042742	1258
ENSMUSG00000042743	592
ENSMUSG00000042744	3574
ENSMUSG00000042745	3360
ENSMUSG00000042747	1881
ENSMUSG00000042750	216
ENSMUSG00000042751	20
ENSMUSG00000042757	80
ENSMUSG00000042759	554
ENSMUSG00000042761	0
ENSMUSG00000042763	29
ENSMUSG00000042766	314
ENSMUSG00000042770	2199
ENSMUSG00000042772	3836
ENSMUSG00000042774	0
ENSMUSG00000042784	1615
ENSMUSG00000042787	640
ENSMUSG00000042788	16
ENSMUSG00000042790	1245
ENSMUSG00000042793	235
ENSMUSG00000042796	0
ENSMUSG00000042797	568
ENSMUSG00000042800	0
ENSMUSG00000042801	0
ENSMUSG00000042804	1646
ENSMUSG00000042807	1715
ENSMUSG00000042808	8315
ENSMUSG00000042810	1979
ENSMUSG00000042812	290
ENSMUSG00000042814	274
ENSMUSG00000042816	1
ENSMUSG00000042817	322
ENSMUSG00000042821	146
ENSMUSG00000042826	451
ENSMUSG00000042828	484
ENSMUSG00000042831	1569
ENSMUSG00000042834	1084
ENSMUSG00000042842	1922
ENSMUSG00000042845	0
ENSMUSG00000042846	0
ENSMUSG00000042848	0
ENSMUSG00000042849	0
ENSMUSG00000042851	389
ENSMUSG00000042854	113
ENSMUSG00000042857	136
ENSMUSG00000042861	0
ENSMUSG00000042863	0
ENSMUSG00000042869	0
ENSMUSG00000042870	1714
ENSMUSG00000042873	49
ENSMUSG00000042874	7
ENSMUSG00000042888	0
ENSMUSG00000042894	0
ENSMUSG00000042895	316
ENSMUSG00000042901	3815
ENSMUSG00000042903	2474
ENSMUSG00000042909	0
ENSMUSG00000042918	551
ENSMUSG00000042938	4
ENSMUSG00000042940	0
ENSMUSG00000042942	5608
ENSMUSG00000042961	497
ENSMUSG00000042962	3
ENSMUSG00000042976	4
ENSMUSG00000042978	1991
ENSMUSG00000042985	85
ENSMUSG00000042988	64
ENSMUSG00000042992	568
ENSMUSG00000042993	0
ENSMUSG00000042997	2170
ENSMUSG00000043003	5464
ENSMUSG00000043004	1455
ENSMUSG00000043008	445
ENSMUSG00000043013	0
ENSMUSG00000043015	843
ENSMUSG00000043017	436
ENSMUSG00000043019	5208
ENSMUSG00000043020	2
ENSMUSG00000043024	5
ENSMUSG00000043029	7
ENSMUSG00000043036	1
ENSMUSG00000043050	0
ENSMUSG00000043051	71
ENSMUSG00000043059	1430
ENSMUSG00000043060	0
ENSMUSG00000043061	1608
ENSMUSG00000043065	811
ENSMUSG00000043066	0
ENSMUSG00000043067	2157
ENSMUSG00000043068	314
ENSMUSG00000043073	0
ENSMUSG00000043079	4641
ENSMUSG00000043085	142
ENSMUSG00000043087	0
ENSMUSG00000043088	2000
ENSMUSG00000043089	0
ENSMUSG00000043090	1558
ENSMUSG00000043091	4578
ENSMUSG00000043099	389
ENSMUSG00000043102	0
ENSMUSG00000043110	5
ENSMUSG00000043119	0
ENSMUSG00000043122	271
ENSMUSG00000043126	36
ENSMUSG00000043131	10154
ENSMUSG00000043140	1096
ENSMUSG00000043144	155
ENSMUSG00000043145	0
ENSMUSG00000043153	261
ENSMUSG00000043154	2276
ENSMUSG00000043155	42
ENSMUSG00000043157	206
ENSMUSG00000043162	869
ENSMUSG00000043164	12
ENSMUSG00000043165	16
ENSMUSG00000043168	5114
ENSMUSG00000043183	922
ENSMUSG00000043190	542
ENSMUSG00000043192	16
ENSMUSG00000043207	5269
ENSMUSG00000043219	2
ENSMUSG00000043223	3
ENSMUSG00000043226	0
ENSMUSG00000043230	9
ENSMUSG00000043241	2656
ENSMUSG00000043243	80
ENSMUSG00000043251	261
ENSMUSG00000043252	13477
ENSMUSG00000043257	861
ENSMUSG00000043259	422
ENSMUSG00000043262	2456
ENSMUSG00000043263	397
ENSMUSG00000043267	0
ENSMUSG00000043274	0
ENSMUSG00000043279	5899
ENSMUSG00000043282	0
ENSMUSG00000043284	1382
ENSMUSG00000043286	0
ENSMUSG00000043289	14
ENSMUSG00000043290	241
ENSMUSG00000043295	0
ENSMUSG00000043298	34
ENSMUSG00000043300	487
ENSMUSG00000043301	1
ENSMUSG00000043308	0
ENSMUSG00000043310	0
ENSMUSG00000043311	942
ENSMUSG00000043312	0
ENSMUSG00000043313	49
ENSMUSG00000043314	0
ENSMUSG00000043319	0
ENSMUSG00000043323	4177
ENSMUSG00000043329	0
ENSMUSG00000043331	0
ENSMUSG00000043333	677
ENSMUSG00000043336	2312
ENSMUSG00000043340	2
ENSMUSG00000043342	46
ENSMUSG00000043346	0
ENSMUSG00000043354	0
ENSMUSG00000043357	0
ENSMUSG00000043366	88
ENSMUSG00000043372	88
ENSMUSG00000043383	0
ENSMUSG00000043384	6306
ENSMUSG00000043385	1
ENSMUSG00000043388	97
ENSMUSG00000043391	2386
ENSMUSG00000043398	86
ENSMUSG00000043410	0
ENSMUSG00000043411	7076
ENSMUSG00000043415	908
ENSMUSG00000043418	0
ENSMUSG00000043419	74
ENSMUSG00000043421	392
ENSMUSG00000043424	5
ENSMUSG00000043429	0
ENSMUSG00000043430	153
ENSMUSG00000043432	302
ENSMUSG00000043439	134
ENSMUSG00000043441	0
ENSMUSG00000043445	2422
ENSMUSG00000043448	7
ENSMUSG00000043453	0
ENSMUSG00000043456	73
ENSMUSG00000043458	66
ENSMUSG00000043460	0
ENSMUSG00000043461	2
ENSMUSG00000043463	23
ENSMUSG00000043467	1541
ENSMUSG00000043468	4
ENSMUSG00000043472	0
ENSMUSG00000043483	50
ENSMUSG00000043484	0
ENSMUSG00000043485	0
ENSMUSG00000043487	249
ENSMUSG00000043488	10
ENSMUSG00000043496	627
ENSMUSG00000043501	2
ENSMUSG00000043505	234
ENSMUSG00000043510	381
ENSMUSG00000043518	4039
ENSMUSG00000043522	0
ENSMUSG00000043529	0
ENSMUSG00000043531	19
ENSMUSG00000043535	4226
ENSMUSG00000043537	0
ENSMUSG00000043541	146
ENSMUSG00000043542	2365
ENSMUSG00000043549	0
ENSMUSG00000043556	363
ENSMUSG00000043557	235
ENSMUSG00000043569	0
ENSMUSG00000043572	349
ENSMUSG00000043583	0
ENSMUSG00000043587	2329
ENSMUSG00000043592	42
ENSMUSG00000043602	472
ENSMUSG00000043605	0
ENSMUSG00000043613	1492
ENSMUSG00000043614	189
ENSMUSG00000043618	1
ENSMUSG00000043621	204
ENSMUSG00000043623	5
ENSMUSG00000043629	241
ENSMUSG00000043631	1596
ENSMUSG00000043633	28
ENSMUSG00000043635	528
ENSMUSG00000043639	726
ENSMUSG00000043644	127
ENSMUSG00000043648	15
ENSMUSG00000043659	0
ENSMUSG00000043661	0
ENSMUSG00000043664	196
ENSMUSG00000043668	1649
ENSMUSG00000043670	1
ENSMUSG00000043671	597
ENSMUSG00000043673	738
ENSMUSG00000043681	4
ENSMUSG00000043683	3579
ENSMUSG00000043687	74
ENSMUSG00000043692	0
ENSMUSG00000043698	0
ENSMUSG00000043702	1402
ENSMUSG00000043705	4
ENSMUSG00000043715	0
ENSMUSG00000043716	28591
ENSMUSG00000043719	91
ENSMUSG00000043727	3
ENSMUSG00000043733	9419
ENSMUSG00000043740	138
ENSMUSG00000043747	0
ENSMUSG00000043753	117
ENSMUSG00000043760	0
ENSMUSG00000043770	127
ENSMUSG00000043773	82
ENSMUSG00000043782	748
ENSMUSG00000043787	0
ENSMUSG00000043789	18
ENSMUSG00000043794	24
ENSMUSG00000043795	313
ENSMUSG00000043800	0
ENSMUSG00000043801	18
ENSMUSG00000043807	86
ENSMUSG00000043811	39
ENSMUSG00000043822	852
ENSMUSG00000043827	0
ENSMUSG00000043831	600
ENSMUSG00000043832	451
ENSMUSG00000043833	538
ENSMUSG00000043843	22
ENSMUSG00000043850	0
ENSMUSG00000043855	0
ENSMUSG00000043857	17
ENSMUSG00000043859	0
ENSMUSG00000043865	0
ENSMUSG00000043866	2770
ENSMUSG00000043870	0
ENSMUSG00000043872	508
ENSMUSG00000043873	9
ENSMUSG00000043880	0
ENSMUSG00000043881	1205
ENSMUSG00000043885	1639
ENSMUSG00000043889	34
ENSMUSG00000043892	0
ENSMUSG00000043895	2739
ENSMUSG00000043897	0
ENSMUSG00000043903	244
ENSMUSG00000043909	3682
ENSMUSG00000043911	0
ENSMUSG00000043913	238
ENSMUSG00000043923	1613
ENSMUSG00000043924	302
ENSMUSG00000043925	0
ENSMUSG00000043929	613
ENSMUSG00000043931	29
ENSMUSG00000043932	4
ENSMUSG00000043939	36
ENSMUSG00000043940	5055
ENSMUSG00000043943	711
ENSMUSG00000043945	0
ENSMUSG00000043948	0
ENSMUSG00000043953	496
ENSMUSG00000043962	11971
ENSMUSG00000043964	1826
ENSMUSG00000043969	14
ENSMUSG00000043972	0
ENSMUSG00000043982	0
ENSMUSG00000043986	0
ENSMUSG00000043987	1992
ENSMUSG00000043991	2008
ENSMUSG00000043993	528
ENSMUSG00000043998	5578
ENSMUSG00000043999	37
ENSMUSG00000044005	57
ENSMUSG00000044006	35
ENSMUSG00000044014	0
ENSMUSG00000044017	908
ENSMUSG00000044018	1590
ENSMUSG00000044021	2
ENSMUSG00000044022	14
ENSMUSG00000044024	39
ENSMUSG00000044025	0
ENSMUSG00000044026	654
ENSMUSG00000044029	0
ENSMUSG00000044030	1509
ENSMUSG00000044033	6189
ENSMUSG00000044034	10
ENSMUSG00000044037	7011
ENSMUSG00000044039	0
ENSMUSG00000044040	0
ENSMUSG00000044041	7
ENSMUSG00000044042	1710
ENSMUSG00000044043	65
ENSMUSG00000044052	3
ENSMUSG00000044055	3
ENSMUSG00000044056	18
ENSMUSG00000044058	0
ENSMUSG00000044061	0
ENSMUSG00000044062	132
ENSMUSG00000044065	0
ENSMUSG00000044066	1574
ENSMUSG00000044067	0
ENSMUSG00000044068	1757
ENSMUSG00000044071	0
ENSMUSG00000044072	1987
ENSMUSG00000044080	21551
ENSMUSG00000044081	62
ENSMUSG00000044083	3
ENSMUSG00000044084	0
ENSMUSG00000044086	365
ENSMUSG00000044092	57
ENSMUSG00000044098	2287
ENSMUSG00000044103	18
ENSMUSG00000044106	0
ENSMUSG00000044117	0
ENSMUSG00000044120	0
ENSMUSG00000044121	0
ENSMUSG00000044122	142
ENSMUSG00000044125	8
ENSMUSG00000044134	2920
ENSMUSG00000044139	37
ENSMUSG00000044141	2
ENSMUSG00000044145	52
ENSMUSG00000044147	6717
ENSMUSG00000044148	1946
ENSMUSG00000044149	423
ENSMUSG00000044150	1571
ENSMUSG00000044155	1174
ENSMUSG00000044156	207
ENSMUSG00000044162	137
ENSMUSG00000044164	11
ENSMUSG00000044165	7
ENSMUSG00000044167	2195
ENSMUSG00000044170	0
ENSMUSG00000044172	1
ENSMUSG00000044176	0
ENSMUSG00000044177	619
ENSMUSG00000044186	1
ENSMUSG00000044197	2890
ENSMUSG00000044199	119
ENSMUSG00000044201	39
ENSMUSG00000044205	0
ENSMUSG00000044206	131
ENSMUSG00000044211	2
ENSMUSG00000044213	0
ENSMUSG00000044216	4
ENSMUSG00000044217	15227
ENSMUSG00000044220	4
ENSMUSG00000044221	4897
ENSMUSG00000044222	0
ENSMUSG00000044224	4883
ENSMUSG00000044227	0
ENSMUSG00000044229	480
ENSMUSG00000044231	175
ENSMUSG00000044243	4
ENSMUSG00000044244	155
ENSMUSG00000044248	10
ENSMUSG00000044249	0
ENSMUSG00000044250	277
ENSMUSG00000044252	1884
ENSMUSG00000044254	0
ENSMUSG00000044258	591
ENSMUSG00000044265	0
ENSMUSG00000044268	2
ENSMUSG00000044276	1
ENSMUSG00000044279	2432
ENSMUSG00000044285	100
ENSMUSG00000044286	0
ENSMUSG00000044287	3
ENSMUSG00000044288	769
ENSMUSG00000044292	0
ENSMUSG00000044293	0
ENSMUSG00000044294	17
ENSMUSG00000044296	80
ENSMUSG00000044303	116
ENSMUSG00000044306	1
ENSMUSG00000044308	6690
ENSMUSG00000044309	65
ENSMUSG00000044312	0
ENSMUSG00000044313	56
ENSMUSG00000044317	930
ENSMUSG00000044320	74
ENSMUSG00000044322	431
ENSMUSG00000044328	668
ENSMUSG00000044330	2
ENSMUSG00000044337	1818
ENSMUSG00000044338	811
ENSMUSG00000044339	486
ENSMUSG00000044340	1403
ENSMUSG00000044345	4307
ENSMUSG00000044348	230
ENSMUSG00000044349	1824
ENSMUSG00000044350	1662
ENSMUSG00000044352	167
ENSMUSG00000044359	0
ENSMUSG00000044361	16
ENSMUSG00000044362	17
ENSMUSG00000044364	36
ENSMUSG00000044365	114
ENSMUSG00000044367	1372
ENSMUSG00000044375	5
ENSMUSG00000044377	2
ENSMUSG00000044378	65
ENSMUSG00000044387	8
ENSMUSG00000044390	10
ENSMUSG00000044393	8003
ENSMUSG00000044400	0
ENSMUSG00000044405	413
ENSMUSG00000044408	2574
ENSMUSG00000044424	13
ENSMUSG00000044429	1
ENSMUSG00000044430	0
ENSMUSG00000044433	1760
ENSMUSG00000044434	0
ENSMUSG00000044441	0
ENSMUSG00000044442	983
ENSMUSG00000044444	0
ENSMUSG00000044447	4415
ENSMUSG00000044452	1635
ENSMUSG00000044453	3
ENSMUSG00000044454	0
ENSMUSG00000044456	2052
ENSMUSG00000044457	0
ENSMUSG00000044461	2018
ENSMUSG00000044465	2875
ENSMUSG00000044468	8005
ENSMUSG00000044469	87
ENSMUSG00000044471	70
ENSMUSG00000044475	1071
ENSMUSG00000044477	5202
ENSMUSG00000044485	12
ENSMUSG00000044487	0
ENSMUSG00000044496	5541
ENSMUSG00000044499	25
ENSMUSG00000044501	1014
ENSMUSG00000044502	2594
ENSMUSG00000044505	35
ENSMUSG00000044515	0
ENSMUSG00000044518	1
ENSMUSG00000044519	0
ENSMUSG00000044522	136
ENSMUSG00000044526	0
ENSMUSG00000044528	35
ENSMUSG00000044533	22505
ENSMUSG00000044534	134
ENSMUSG00000044537	0
ENSMUSG00000044538	0
ENSMUSG00000044542	1
ENSMUSG00000044544	0
ENSMUSG00000044548	506
ENSMUSG00000044550	311
ENSMUSG00000044551	1292
ENSMUSG00000044556	19
ENSMUSG00000044560	0
ENSMUSG00000044562	1148
ENSMUSG00000044566	99
ENSMUSG00000044573	2160
ENSMUSG00000044574	1
ENSMUSG00000044576	0
ENSMUSG00000044581	0
ENSMUSG00000044583	594
ENSMUSG00000044594	0
ENSMUSG00000044595	66
ENSMUSG00000044597	0
ENSMUSG00000044600	4235
ENSMUSG00000044609	1
ENSMUSG00000044617	1012
ENSMUSG00000044624	0
ENSMUSG00000044626	133
ENSMUSG00000044627	9773
ENSMUSG00000044628	459
ENSMUSG00000044629	212
ENSMUSG00000044633	64
ENSMUSG00000044636	337
ENSMUSG00000044639	0
ENSMUSG00000044641	1011
ENSMUSG00000044645	13
ENSMUSG00000044646	464
ENSMUSG00000044647	19
ENSMUSG00000044649	0
ENSMUSG00000044664	0
ENSMUSG00000044667	1091
ENSMUSG00000044674	4633
ENSMUSG00000044676	1797
ENSMUSG00000044678	13
ENSMUSG00000044681	20
ENSMUSG00000044689	14
ENSMUSG00000044694	926
ENSMUSG00000044697	0
ENSMUSG00000044700	2499
ENSMUSG00000044701	16
ENSMUSG00000044702	119
ENSMUSG00000044703	41
ENSMUSG00000044705	0
ENSMUSG00000044707	235
ENSMUSG00000044708	165
ENSMUSG00000044709	1521
ENSMUSG00000044712	770
ENSMUSG00000044715	1339
ENSMUSG00000044716	91
ENSMUSG00000044719	1
ENSMUSG00000044724	5
ENSMUSG00000044726	0
ENSMUSG00000044730	1182
ENSMUSG00000044734	636
ENSMUSG00000044737	0
ENSMUSG00000044743	0
ENSMUSG00000044748	9
ENSMUSG00000044749	276
ENSMUSG00000044751	34
ENSMUSG00000044757	2
ENSMUSG00000044763	1121
ENSMUSG00000044768	1574
ENSMUSG00000044770	105
ENSMUSG00000044772	10
ENSMUSG00000044783	5109
ENSMUSG00000044786	2791
ENSMUSG00000044787	2
ENSMUSG00000044788	1030
ENSMUSG00000044791	5237
ENSMUSG00000044792	3903
ENSMUSG00000044795	871
ENSMUSG00000044798	0
ENSMUSG00000044801	0
ENSMUSG00000044807	492
ENSMUSG00000044811	604
ENSMUSG00000044813	942
ENSMUSG00000044814	0
ENSMUSG00000044816	3
ENSMUSG00000044819	0
ENSMUSG00000044820	1
ENSMUSG00000044824	0
ENSMUSG00000044827	271
ENSMUSG00000044835	101
ENSMUSG00000044847	688
ENSMUSG00000044854	22
ENSMUSG00000044857	2698
ENSMUSG00000044860	4
ENSMUSG00000044863	0
ENSMUSG00000044864	3113
ENSMUSG00000044867	21
ENSMUSG00000044876	798
ENSMUSG00000044881	214
ENSMUSG00000044894	4136
ENSMUSG00000044897	0
ENSMUSG00000044899	0
ENSMUSG00000044903	0
ENSMUSG00000044906	652
ENSMUSG00000044912	0
ENSMUSG00000044916	82
ENSMUSG00000044921	221
ENSMUSG00000044923	0
ENSMUSG00000044927	198
ENSMUSG00000044933	18
ENSMUSG00000044934	2937
ENSMUSG00000044937	241
ENSMUSG00000044938	868
ENSMUSG00000044948	39
ENSMUSG00000044949	521
ENSMUSG00000044950	1443
ENSMUSG00000044951	3633
ENSMUSG00000044952	770
ENSMUSG00000044957	0
ENSMUSG00000044966	36
ENSMUSG00000044968	330
ENSMUSG00000044976	37
ENSMUSG00000044982	514
ENSMUSG00000044985	0
ENSMUSG00000044986	1454
ENSMUSG00000044988	0
ENSMUSG00000044991	243
ENSMUSG00000044994	0
ENSMUSG00000044997	3
ENSMUSG00000045004	0
ENSMUSG00000045005	1715
ENSMUSG00000045007	69
ENSMUSG00000045008	21
ENSMUSG00000045009	16
ENSMUSG00000045010	3
ENSMUSG00000045013	0
ENSMUSG00000045019	0
ENSMUSG00000045022	0
ENSMUSG00000045027	15
ENSMUSG00000045030	0
ENSMUSG00000045031	427
ENSMUSG00000045034	0
ENSMUSG00000045036	29
ENSMUSG00000045038	1060
ENSMUSG00000045039	5244
ENSMUSG00000045045	1569
ENSMUSG00000045048	0
ENSMUSG00000045052	0
ENSMUSG00000045053	3
ENSMUSG00000045055	7
ENSMUSG00000045062	40
ENSMUSG00000045064	420
ENSMUSG00000045065	14
ENSMUSG00000045071	627
ENSMUSG00000045075	1
ENSMUSG00000045078	2895
ENSMUSG00000045083	0
ENSMUSG00000045087	46
ENSMUSG00000045091	0
ENSMUSG00000045092	1985
ENSMUSG00000045094	3134
ENSMUSG00000045095	5864
ENSMUSG00000045098	6279
ENSMUSG00000045100	408
ENSMUSG00000045102	62
ENSMUSG00000045103	1527
ENSMUSG00000045104	29
ENSMUSG00000045106	19
ENSMUSG00000045107	442
ENSMUSG00000045109	0
ENSMUSG00000045111	0
ENSMUSG00000045114	21
ENSMUSG00000045126	0
ENSMUSG00000045128	20619
ENSMUSG00000045132	0
ENSMUSG00000045136	872
ENSMUSG00000045140	442
ENSMUSG00000045148	0
ENSMUSG00000045150	0
ENSMUSG00000045160	1436
ENSMUSG00000045165	383
ENSMUSG00000045174	4
