gene	W5
ENSMUSG00000037790	0
ENSMUSG00000037791	2941
ENSMUSG00000037795	1218
ENSMUSG00000037797	1
ENSMUSG00000037798	52
ENSMUSG00000037801	6
ENSMUSG00000037805	5657
ENSMUSG00000037808	1513
ENSMUSG00000037813	471
ENSMUSG00000037815	16345
ENSMUSG00000037816	540
ENSMUSG00000037818	760
ENSMUSG00000037820	7959
ENSMUSG00000037822	7739
ENSMUSG00000037824	1966
ENSMUSG00000037826	1389
ENSMUSG00000037827	17
ENSMUSG00000037833	22
ENSMUSG00000037843	22
ENSMUSG00000037845	348
ENSMUSG00000037846	10
ENSMUSG00000037847	396
ENSMUSG00000037849	33
ENSMUSG00000037851	4865
ENSMUSG00000037852	7986
ENSMUSG00000037855	170
ENSMUSG00000037857	2463
ENSMUSG00000037860	558
ENSMUSG00000037868	169
ENSMUSG00000037872	345
ENSMUSG00000037876	3576
ENSMUSG00000037884	0
ENSMUSG00000037885	1199
ENSMUSG00000037887	2286
ENSMUSG00000037890	976
ENSMUSG00000037892	515
ENSMUSG00000037894	3202
ENSMUSG00000037896	1595
ENSMUSG00000037902	2040
ENSMUSG00000037904	1332
ENSMUSG00000037905	825
ENSMUSG00000037907	1061
ENSMUSG00000037910	0
ENSMUSG00000037913	12
ENSMUSG00000037916	11977
ENSMUSG00000037921	299
ENSMUSG00000037922	82
ENSMUSG00000037924	0
ENSMUSG00000037926	3096
ENSMUSG00000037933	4326
ENSMUSG00000037935	2978
ENSMUSG00000037936	1726
ENSMUSG00000037938	413
ENSMUSG00000037940	555
ENSMUSG00000037942	0
ENSMUSG00000037944	8
ENSMUSG00000037946	223
ENSMUSG00000037949	2774
ENSMUSG00000037953	0
ENSMUSG00000037957	1262
ENSMUSG00000037958	1181
ENSMUSG00000037960	2165
ENSMUSG00000037962	243
ENSMUSG00000037965	5485
ENSMUSG00000037966	1412
ENSMUSG00000037971	2063
ENSMUSG00000037972	2164
ENSMUSG00000037973	1130
ENSMUSG00000037974	96
ENSMUSG00000037977	1375
ENSMUSG00000037979	283
ENSMUSG00000037982	5
ENSMUSG00000037984	0
ENSMUSG00000037989	3783
ENSMUSG00000037990	40
ENSMUSG00000037991	34
ENSMUSG00000037992	1274
ENSMUSG00000037993	2073
ENSMUSG00000037994	27
ENSMUSG00000037995	648
ENSMUSG00000037996	348
ENSMUSG00000037997	1655
ENSMUSG00000037999	1704
ENSMUSG00000038000	1145
ENSMUSG00000038002	1993
ENSMUSG00000038005	814
ENSMUSG00000038007	617
ENSMUSG00000038009	38
ENSMUSG00000038010	197
ENSMUSG00000038011	678
ENSMUSG00000038013	2165
ENSMUSG00000038014	11572
ENSMUSG00000038015	0
ENSMUSG00000038020	763
ENSMUSG00000038022	423
ENSMUSG00000038023	4150
ENSMUSG00000038024	2147
ENSMUSG00000038025	4075
ENSMUSG00000038026	43
ENSMUSG00000038028	2789
ENSMUSG00000038034	1263
ENSMUSG00000038037	244
ENSMUSG00000038039	2258
ENSMUSG00000038042	754
ENSMUSG00000038044	0
ENSMUSG00000038045	2
ENSMUSG00000038046	372
ENSMUSG00000038047	641
ENSMUSG00000038048	0
ENSMUSG00000038055	1195
ENSMUSG00000038056	4963
ENSMUSG00000038057	5
ENSMUSG00000038058	1414
ENSMUSG00000038059	2148
ENSMUSG00000038060	440
ENSMUSG00000038064	42
ENSMUSG00000038065	3810
ENSMUSG00000038067	2
ENSMUSG00000038068	1067
ENSMUSG00000038069	772
ENSMUSG00000038070	1111
ENSMUSG00000038071	0
ENSMUSG00000038072	1712
ENSMUSG00000038074	810
ENSMUSG00000038077	273
ENSMUSG00000038079	507
ENSMUSG00000038080	1999
ENSMUSG00000038084	5419
ENSMUSG00000038085	134
ENSMUSG00000038086	1339
ENSMUSG00000038092	0
ENSMUSG00000038094	94
ENSMUSG00000038095	4284
ENSMUSG00000038102	2666
ENSMUSG00000038112	129
ENSMUSG00000038115	5
ENSMUSG00000038116	2243
ENSMUSG00000038119	7762
ENSMUSG00000038121	4571
ENSMUSG00000038122	862
ENSMUSG00000038126	470
ENSMUSG00000038127	4761
ENSMUSG00000038128	22
ENSMUSG00000038132	4213
ENSMUSG00000038135	492
ENSMUSG00000038141	1251
ENSMUSG00000038143	1838
ENSMUSG00000038145	3011
ENSMUSG00000038146	2204
ENSMUSG00000038147	221
ENSMUSG00000038148	0
ENSMUSG00000038150	4545
ENSMUSG00000038151	633
ENSMUSG00000038152	126
ENSMUSG00000038155	388
ENSMUSG00000038156	4179
ENSMUSG00000038160	1451
ENSMUSG00000038165	0
ENSMUSG00000038167	452
ENSMUSG00000038168	697
ENSMUSG00000038170	83976
ENSMUSG00000038172	3283
ENSMUSG00000038173	256
ENSMUSG00000038174	1554
ENSMUSG00000038175	3605
ENSMUSG00000038178	12263
ENSMUSG00000038179	238
ENSMUSG00000038180	31
ENSMUSG00000038181	2175
ENSMUSG00000038187	813
ENSMUSG00000038188	755
ENSMUSG00000038192	0
ENSMUSG00000038193	28
ENSMUSG00000038195	1311
ENSMUSG00000038199	0
ENSMUSG00000038201	1705
ENSMUSG00000038203	0
ENSMUSG00000038204	1805
ENSMUSG00000038205	6986
ENSMUSG00000038206	1709
ENSMUSG00000038208	546
ENSMUSG00000038209	111
ENSMUSG00000038210	0
ENSMUSG00000038212	2048
ENSMUSG00000038213	1083
ENSMUSG00000038214	632
ENSMUSG00000038215	472
ENSMUSG00000038216	12
ENSMUSG00000038217	252
ENSMUSG00000038218	0
ENSMUSG00000038224	3
ENSMUSG00000038225	499
ENSMUSG00000038227	5
ENSMUSG00000038233	231
ENSMUSG00000038235	4592
ENSMUSG00000038236	49
ENSMUSG00000038239	21975
ENSMUSG00000038240	695
ENSMUSG00000038241	2078
ENSMUSG00000038242	7
ENSMUSG00000038244	2023
ENSMUSG00000038246	4
ENSMUSG00000038248	1360
ENSMUSG00000038250	1652
ENSMUSG00000038252	892
ENSMUSG00000038253	229
ENSMUSG00000038255	1
ENSMUSG00000038256	3224
ENSMUSG00000038257	0
ENSMUSG00000038259	84
ENSMUSG00000038260	2656
ENSMUSG00000038264	962
ENSMUSG00000038267	1248
ENSMUSG00000038268	455
ENSMUSG00000038271	840
ENSMUSG00000038274	6049
ENSMUSG00000038276	46
ENSMUSG00000038279	1300
ENSMUSG00000038280	2700
ENSMUSG00000038286	1536
ENSMUSG00000038290	2203
ENSMUSG00000038291	718
ENSMUSG00000038292	3
ENSMUSG00000038295	84
ENSMUSG00000038296	600
ENSMUSG00000038298	1
ENSMUSG00000038299	1512
ENSMUSG00000038300	0
ENSMUSG00000038301	1870
ENSMUSG00000038302	1189
ENSMUSG00000038304	15
ENSMUSG00000038305	831
ENSMUSG00000038311	1
ENSMUSG00000038312	3066
ENSMUSG00000038319	215
ENSMUSG00000038323	308
ENSMUSG00000038324	6971
ENSMUSG00000038327	0
ENSMUSG00000038330	0
ENSMUSG00000038331	107
ENSMUSG00000038332	3909
ENSMUSG00000038335	1664
ENSMUSG00000038342	5626
ENSMUSG00000038344	997
ENSMUSG00000038346	2705
ENSMUSG00000038347	74
ENSMUSG00000038349	834
ENSMUSG00000038351	2519
ENSMUSG00000038352	56
ENSMUSG00000038354	133
ENSMUSG00000038357	1
ENSMUSG00000038365	919
ENSMUSG00000038366	5604
ENSMUSG00000038368	1452
ENSMUSG00000038369	3252
ENSMUSG00000038370	3204
ENSMUSG00000038371	3307
ENSMUSG00000038372	996
ENSMUSG00000038374	2161
ENSMUSG00000038375	24837
ENSMUSG00000038379	11
ENSMUSG00000038383	1578
ENSMUSG00000038384	2424
ENSMUSG00000038387	2007
ENSMUSG00000038388	2167
ENSMUSG00000038390	47
ENSMUSG00000038393	42267
ENSMUSG00000038398	1138
ENSMUSG00000038400	4131
ENSMUSG00000038402	284
ENSMUSG00000038403	9792
ENSMUSG00000038406	4000
ENSMUSG00000038408	98
ENSMUSG00000038412	2965
ENSMUSG00000038415	588
ENSMUSG00000038416	2323
ENSMUSG00000038417	1275
ENSMUSG00000038418	11665
ENSMUSG00000038421	26
ENSMUSG00000038422	169
ENSMUSG00000038425	385
ENSMUSG00000038429	4674
ENSMUSG00000038437	8179
ENSMUSG00000038446	1242
ENSMUSG00000038451	570
ENSMUSG00000038453	2353
ENSMUSG00000038456	433
ENSMUSG00000038457	108
ENSMUSG00000038459	1106
ENSMUSG00000038462	11381
ENSMUSG00000038463	915
ENSMUSG00000038467	7371
ENSMUSG00000038473	497
ENSMUSG00000038481	2683
ENSMUSG00000038482	1871
ENSMUSG00000038485	3559
ENSMUSG00000038486	369
ENSMUSG00000038489	849
ENSMUSG00000038491	4
ENSMUSG00000038495	6239
ENSMUSG00000038496	17
ENSMUSG00000038497	1525
ENSMUSG00000038498	0
ENSMUSG00000038500	531
ENSMUSG00000038502	3428
ENSMUSG00000038503	2254
ENSMUSG00000038506	3209
ENSMUSG00000038507	1821
ENSMUSG00000038508	1535
ENSMUSG00000038510	689
ENSMUSG00000038515	365
ENSMUSG00000038517	635
ENSMUSG00000038518	1504
ENSMUSG00000038520	2590
ENSMUSG00000038521	5538
ENSMUSG00000038522	251
ENSMUSG00000038523	5
ENSMUSG00000038524	454
ENSMUSG00000038525	1599
ENSMUSG00000038526	832
ENSMUSG00000038527	338
ENSMUSG00000038528	11
ENSMUSG00000038530	486
ENSMUSG00000038533	1639
ENSMUSG00000038534	882
ENSMUSG00000038535	1886
ENSMUSG00000038537	0
ENSMUSG00000038538	3123
ENSMUSG00000038539	4927
ENSMUSG00000038540	14
ENSMUSG00000038541	11
ENSMUSG00000038542	1195
ENSMUSG00000038543	183
ENSMUSG00000038544	672
ENSMUSG00000038545	1932
ENSMUSG00000038546	2975
ENSMUSG00000038550	96
ENSMUSG00000038552	427
ENSMUSG00000038555	67
ENSMUSG00000038560	42
ENSMUSG00000038563	1016
ENSMUSG00000038564	3004
ENSMUSG00000038567	5
ENSMUSG00000038569	248
ENSMUSG00000038570	448
ENSMUSG00000038572	123
ENSMUSG00000038576	277
ENSMUSG00000038578	510
ENSMUSG00000038580	0
ENSMUSG00000038582	6266
ENSMUSG00000038583	234
ENSMUSG00000038587	1990
ENSMUSG00000038591	1
ENSMUSG00000038593	1556
ENSMUSG00000038594	1826
ENSMUSG00000038598	16
ENSMUSG00000038599	0
ENSMUSG00000038600	572
ENSMUSG00000038602	62
ENSMUSG00000038604	2337
ENSMUSG00000038605	1084
ENSMUSG00000038607	52
ENSMUSG00000038608	597
ENSMUSG00000038611	2543
ENSMUSG00000038612	8270
ENSMUSG00000038615	34856
ENSMUSG00000038618	635
ENSMUSG00000038619	6289
ENSMUSG00000038622	701
ENSMUSG00000038623	711
ENSMUSG00000038624	13
ENSMUSG00000038628	1445
ENSMUSG00000038630	15
ENSMUSG00000038633	2543
ENSMUSG00000038637	462
ENSMUSG00000038641	0
ENSMUSG00000038642	2936
ENSMUSG00000038644	1044
ENSMUSG00000038646	1506
ENSMUSG00000038648	8246
ENSMUSG00000038650	7117
ENSMUSG00000038651	1
ENSMUSG00000038656	0
ENSMUSG00000038658	1783
ENSMUSG00000038663	5939
ENSMUSG00000038664	4305
ENSMUSG00000038665	38
ENSMUSG00000038668	1235
ENSMUSG00000038670	63552
ENSMUSG00000038671	1873
ENSMUSG00000038676	0
ENSMUSG00000038677	581
ENSMUSG00000038679	1063
ENSMUSG00000038683	2097
ENSMUSG00000038685	1608
ENSMUSG00000038690	7431
ENSMUSG00000038691	0
ENSMUSG00000038692	464
ENSMUSG00000038695	1555
ENSMUSG00000038696	3039
ENSMUSG00000038697	1339
ENSMUSG00000038700	70
ENSMUSG00000038702	708
ENSMUSG00000038704	1
ENSMUSG00000038705	1179
ENSMUSG00000038708	19899
ENSMUSG00000038709	0
ENSMUSG00000038712	3770
ENSMUSG00000038717	3894
ENSMUSG00000038718	754
ENSMUSG00000038721	20
ENSMUSG00000038722	1912
ENSMUSG00000038725	192
ENSMUSG00000038729	37
ENSMUSG00000038732	331
ENSMUSG00000038733	8161
ENSMUSG00000038736	1238
ENSMUSG00000038738	602
ENSMUSG00000038740	4071
ENSMUSG00000038742	119
ENSMUSG00000038745	4
ENSMUSG00000038750	0
ENSMUSG00000038751	8
ENSMUSG00000038754	203
ENSMUSG00000038756	124
ENSMUSG00000038759	1574
ENSMUSG00000038760	2
ENSMUSG00000038762	4678
ENSMUSG00000038763	6407
ENSMUSG00000038764	3850
ENSMUSG00000038765	9
ENSMUSG00000038766	3170
ENSMUSG00000038768	1
ENSMUSG00000038770	0
ENSMUSG00000038773	4122
ENSMUSG00000038774	1634
ENSMUSG00000038775	1090
ENSMUSG00000038776	6416
ENSMUSG00000038777	3483
ENSMUSG00000038780	3169
ENSMUSG00000038781	2606
ENSMUSG00000038782	62
ENSMUSG00000038784	1835
ENSMUSG00000038791	4745
ENSMUSG00000038793	84
ENSMUSG00000038797	217
ENSMUSG00000038801	5
ENSMUSG00000038803	2644
ENSMUSG00000038805	1
ENSMUSG00000038806	1113
ENSMUSG00000038807	1108
ENSMUSG00000038811	241
ENSMUSG00000038812	850
ENSMUSG00000038816	2327
ENSMUSG00000038822	647
ENSMUSG00000038827	697
ENSMUSG00000038828	4496
ENSMUSG00000038831	1070
ENSMUSG00000038836	407
ENSMUSG00000038838	1081
ENSMUSG00000038840	0
ENSMUSG00000038843	1010
ENSMUSG00000038844	3963
ENSMUSG00000038845	3838
ENSMUSG00000038848	2670
ENSMUSG00000038855	4519
ENSMUSG00000038859	2119
ENSMUSG00000038860	328
ENSMUSG00000038861	2142
ENSMUSG00000038866	1389
ENSMUSG00000038871	2513
ENSMUSG00000038872	1571
ENSMUSG00000038876	2368
ENSMUSG00000038879	2813
ENSMUSG00000038880	1575
ENSMUSG00000038883	0
ENSMUSG00000038884	1807
ENSMUSG00000038886	11417
ENSMUSG00000038888	400
ENSMUSG00000038891	0
ENSMUSG00000038893	1466
ENSMUSG00000038894	2074
ENSMUSG00000038895	485
ENSMUSG00000038900	10317
ENSMUSG00000038902	2102
ENSMUSG00000038903	467
ENSMUSG00000038909	3000
ENSMUSG00000038910	1737
ENSMUSG00000038914	3608
ENSMUSG00000038916	31
ENSMUSG00000038917	10
ENSMUSG00000038925	0
ENSMUSG00000038930	659
ENSMUSG00000038932	10
ENSMUSG00000038936	2239
ENSMUSG00000038943	114
ENSMUSG00000038949	3297
ENSMUSG00000038954	539
ENSMUSG00000038957	777
ENSMUSG00000038963	169
ENSMUSG00000038965	5935
ENSMUSG00000038967	14813
ENSMUSG00000038968	0
ENSMUSG00000038970	4918
ENSMUSG00000038973	9
ENSMUSG00000038975	2345
ENSMUSG00000038976	3515
ENSMUSG00000038980	290
ENSMUSG00000038982	837
ENSMUSG00000038984	179
ENSMUSG00000038987	145
ENSMUSG00000038990	1943
ENSMUSG00000038991	11061
ENSMUSG00000038994	2
ENSMUSG00000038997	12
ENSMUSG00000039000	3141
ENSMUSG00000039001	4721
ENSMUSG00000039004	483
ENSMUSG00000039005	639
ENSMUSG00000039007	9933
ENSMUSG00000039013	7
ENSMUSG00000039016	1832
ENSMUSG00000039018	828
ENSMUSG00000039021	248
ENSMUSG00000039031	1631
ENSMUSG00000039032	7
ENSMUSG00000039033	598
ENSMUSG00000039037	46
ENSMUSG00000039041	3307
ENSMUSG00000039043	1362
ENSMUSG00000039046	2373
ENSMUSG00000039047	2180
ENSMUSG00000039048	1876
ENSMUSG00000039050	3074
ENSMUSG00000039055	19
ENSMUSG00000039057	27
ENSMUSG00000039058	29
ENSMUSG00000039059	12
ENSMUSG00000039062	2166
ENSMUSG00000039063	840
ENSMUSG00000039065	745
ENSMUSG00000039067	5300
ENSMUSG00000039068	2909
ENSMUSG00000039069	1041
ENSMUSG00000039070	250
ENSMUSG00000039079	0
ENSMUSG00000039081	1784
ENSMUSG00000039084	13408
ENSMUSG00000039086	739
ENSMUSG00000039087	4246
ENSMUSG00000039089	964
ENSMUSG00000039092	182
ENSMUSG00000039095	38
ENSMUSG00000039096	860
ENSMUSG00000039097	13
ENSMUSG00000039098	0
ENSMUSG00000039099	77
ENSMUSG00000039100	8184
ENSMUSG00000039103	10184
ENSMUSG00000039105	4741
ENSMUSG00000039106	0
ENSMUSG00000039108	2565
ENSMUSG00000039109	3847
ENSMUSG00000039110	757
ENSMUSG00000039114	208
ENSMUSG00000039115	931
ENSMUSG00000039116	374
ENSMUSG00000039117	1353
ENSMUSG00000039126	715
ENSMUSG00000039128	2572
ENSMUSG00000039130	706
ENSMUSG00000039131	1332
ENSMUSG00000039133	0
ENSMUSG00000039137	455
ENSMUSG00000039138	0
ENSMUSG00000039145	2053
ENSMUSG00000039146	0
ENSMUSG00000039148	3057
ENSMUSG00000039153	380
ENSMUSG00000039154	14
ENSMUSG00000039155	551
ENSMUSG00000039156	2382
ENSMUSG00000039157	2882
ENSMUSG00000039158	753
ENSMUSG00000039159	4676
ENSMUSG00000039163	478
ENSMUSG00000039164	372
ENSMUSG00000039166	893
ENSMUSG00000039167	1925
ENSMUSG00000039168	7009
ENSMUSG00000039174	0
ENSMUSG00000039176	2760
ENSMUSG00000039178	2086
ENSMUSG00000039179	29
ENSMUSG00000039182	963
ENSMUSG00000039183	887
ENSMUSG00000039187	16
ENSMUSG00000039191	2839
ENSMUSG00000039193	38
ENSMUSG00000039194	2
ENSMUSG00000039195	922
ENSMUSG00000039196	442
ENSMUSG00000039197	2301
ENSMUSG00000039198	4
ENSMUSG00000039199	3397
ENSMUSG00000039200	0
ENSMUSG00000039201	558
ENSMUSG00000039202	3670
ENSMUSG00000039205	3576
ENSMUSG00000039206	1269
ENSMUSG00000039208	340
ENSMUSG00000039209	1
ENSMUSG00000039210	1337
ENSMUSG00000039215	0
ENSMUSG00000039217	202
ENSMUSG00000039218	42822
ENSMUSG00000039219	2723
ENSMUSG00000039220	2739
ENSMUSG00000039221	1515
ENSMUSG00000039224	0
ENSMUSG00000039230	1876
ENSMUSG00000039231	498
ENSMUSG00000039232	2143
ENSMUSG00000039233	1866
ENSMUSG00000039234	4007
ENSMUSG00000039236	1513
ENSMUSG00000039238	1085
ENSMUSG00000039239	830
ENSMUSG00000039242	3480
ENSMUSG00000039244	790
ENSMUSG00000039246	334
ENSMUSG00000039252	879
ENSMUSG00000039253	849
ENSMUSG00000039254	1443
ENSMUSG00000039257	562
ENSMUSG00000039262	18230
ENSMUSG00000039263	3590
ENSMUSG00000039264	238
ENSMUSG00000039269	9
ENSMUSG00000039270	1787
ENSMUSG00000039275	2823
ENSMUSG00000039278	192
ENSMUSG00000039285	3309
ENSMUSG00000039286	6742
ENSMUSG00000039294	1107
ENSMUSG00000039296	0
ENSMUSG00000039298	1258
ENSMUSG00000039304	2008
ENSMUSG00000039307	576
ENSMUSG00000039308	1483
ENSMUSG00000039313	14
ENSMUSG00000039315	15
ENSMUSG00000039316	589
ENSMUSG00000039318	3767
ENSMUSG00000039321	47
ENSMUSG00000039323	125
ENSMUSG00000039328	500
ENSMUSG00000039329	1
ENSMUSG00000039330	8
ENSMUSG00000039335	0
ENSMUSG00000039337	0
ENSMUSG00000039339	8
ENSMUSG00000039342	0
ENSMUSG00000039345	1379
ENSMUSG00000039347	1781
ENSMUSG00000039349	1432
ENSMUSG00000039354	1625
ENSMUSG00000039356	674
ENSMUSG00000039357	1078
ENSMUSG00000039358	0
ENSMUSG00000039361	8946
ENSMUSG00000039364	2
ENSMUSG00000039367	7216
ENSMUSG00000039372	157
ENSMUSG00000039375	3
ENSMUSG00000039376	4450
ENSMUSG00000039377	343
ENSMUSG00000039382	1107
ENSMUSG00000039384	2118
ENSMUSG00000039385	77
ENSMUSG00000039391	171
ENSMUSG00000039395	757
ENSMUSG00000039396	21
ENSMUSG00000039405	3291
ENSMUSG00000039410	3190
ENSMUSG00000039414	1369
ENSMUSG00000039419	93
ENSMUSG00000039427	1345
ENSMUSG00000039428	2402
ENSMUSG00000039431	87
ENSMUSG00000039438	196
ENSMUSG00000039449	3311
ENSMUSG00000039450	1206
ENSMUSG00000039452	1263
ENSMUSG00000039456	1735
ENSMUSG00000039457	5587
ENSMUSG00000039458	1651
ENSMUSG00000039461	3301
ENSMUSG00000039462	6108
ENSMUSG00000039463	2690
ENSMUSG00000039470	283
ENSMUSG00000039473	4007
ENSMUSG00000039474	8193
ENSMUSG00000039476	239
ENSMUSG00000039477	4791
ENSMUSG00000039478	778
ENSMUSG00000039480	1023
ENSMUSG00000039481	173
ENSMUSG00000039483	950
ENSMUSG00000039485	1350
ENSMUSG00000039488	6
ENSMUSG00000039492	6
ENSMUSG00000039496	1452
ENSMUSG00000039497	880
ENSMUSG00000039501	3124
ENSMUSG00000039508	0
ENSMUSG00000039509	1212
ENSMUSG00000039512	1936
ENSMUSG00000039515	4548
ENSMUSG00000039518	69
ENSMUSG00000039519	340
ENSMUSG00000039521	0
ENSMUSG00000039523	2894
ENSMUSG00000039529	2064
ENSMUSG00000039530	1535
ENSMUSG00000039531	573
ENSMUSG00000039533	9
ENSMUSG00000039536	4273
ENSMUSG00000039539	0
ENSMUSG00000039540	0
ENSMUSG00000039542	551
ENSMUSG00000039543	238
ENSMUSG00000039545	0
ENSMUSG00000039546	26
ENSMUSG00000039552	390
ENSMUSG00000039555	0
ENSMUSG00000039556	95
ENSMUSG00000039563	12
ENSMUSG00000039568	2900
ENSMUSG00000039577	331
ENSMUSG00000039578	417
ENSMUSG00000039579	9
ENSMUSG00000039585	3407
ENSMUSG00000039599	2050
ENSMUSG00000039601	3954
ENSMUSG00000039607	1340
ENSMUSG00000039608	0
ENSMUSG00000039611	1467
ENSMUSG00000039615	4615
ENSMUSG00000039616	1133
ENSMUSG00000039617	0
ENSMUSG00000039620	285
ENSMUSG00000039621	1286
ENSMUSG00000039623	1081
ENSMUSG00000039628	413
ENSMUSG00000039629	157
ENSMUSG00000039630	19195
ENSMUSG00000039632	129
ENSMUSG00000039633	490
ENSMUSG00000039634	223
ENSMUSG00000039637	1825
ENSMUSG00000039639	5
ENSMUSG00000039640	2921
ENSMUSG00000039646	1152
ENSMUSG00000039648	2395
ENSMUSG00000039652	1833
ENSMUSG00000039653	2
ENSMUSG00000039656	2297
ENSMUSG00000039660	798
ENSMUSG00000039661	1289
ENSMUSG00000039662	3598
ENSMUSG00000039670	413
ENSMUSG00000039671	3596
ENSMUSG00000039672	1
ENSMUSG00000039676	471
ENSMUSG00000039678	1841
ENSMUSG00000039680	2249
ENSMUSG00000039682	3431
ENSMUSG00000039683	147
ENSMUSG00000039684	4
ENSMUSG00000039686	3281
ENSMUSG00000039691	0
ENSMUSG00000039693	430
ENSMUSG00000039697	895
ENSMUSG00000039699	27
ENSMUSG00000039701	1847
ENSMUSG00000039703	4229
ENSMUSG00000039704	2112
ENSMUSG00000039706	600
ENSMUSG00000039710	0
ENSMUSG00000039713	1751
ENSMUSG00000039714	2
ENSMUSG00000039715	710
ENSMUSG00000039716	126
ENSMUSG00000039717	269
ENSMUSG00000039720	0
ENSMUSG00000039725	450
ENSMUSG00000039728	0
ENSMUSG00000039735	4872
ENSMUSG00000039737	728
ENSMUSG00000039738	911
ENSMUSG00000039740	2327
ENSMUSG00000039741	1359
ENSMUSG00000039742	0
ENSMUSG00000039745	808
ENSMUSG00000039747	2206
ENSMUSG00000039748	21
ENSMUSG00000039753	2717
ENSMUSG00000039754	385
ENSMUSG00000039756	1780
ENSMUSG00000039759	1308
ENSMUSG00000039760	0
ENSMUSG00000039763	1215
ENSMUSG00000039765	1680
ENSMUSG00000039768	2793
ENSMUSG00000039770	2886
ENSMUSG00000039771	1095
ENSMUSG00000039774	828
ENSMUSG00000039775	0
ENSMUSG00000039781	667
ENSMUSG00000039782	1461
ENSMUSG00000039783	45
ENSMUSG00000039785	0
ENSMUSG00000039787	1479
ENSMUSG00000039789	894
ENSMUSG00000039795	1100
ENSMUSG00000039798	40
ENSMUSG00000039801	848
ENSMUSG00000039804	2475
ENSMUSG00000039809	12
ENSMUSG00000039810	744
ENSMUSG00000039813	429
ENSMUSG00000039814	2
ENSMUSG00000039824	137
ENSMUSG00000039826	1048
ENSMUSG00000039828	1150
ENSMUSG00000039830	0
ENSMUSG00000039831	5977
ENSMUSG00000039834	1753
ENSMUSG00000039835	3221
ENSMUSG00000039838	14
ENSMUSG00000039840	2023
ENSMUSG00000039841	601
ENSMUSG00000039842	385
ENSMUSG00000039844	7703
ENSMUSG00000039849	2803
ENSMUSG00000039850	1344
ENSMUSG00000039851	364
ENSMUSG00000039852	8231
ENSMUSG00000039853	200
ENSMUSG00000039860	66
ENSMUSG00000039865	3783
ENSMUSG00000039873	347
ENSMUSG00000039878	0
ENSMUSG00000039879	2904
ENSMUSG00000039883	286
ENSMUSG00000039886	992
ENSMUSG00000039887	989
ENSMUSG00000039891	17130
ENSMUSG00000039899	3074
ENSMUSG00000039901	1127
ENSMUSG00000039903	442
ENSMUSG00000039904	30
ENSMUSG00000039908	431
ENSMUSG00000039910	2089
ENSMUSG00000039911	1242
ENSMUSG00000039913	0
ENSMUSG00000039914	8698
ENSMUSG00000039917	1792
ENSMUSG00000039929	737
ENSMUSG00000039934	356
ENSMUSG00000039936	1051
ENSMUSG00000039942	251
ENSMUSG00000039943	6129
ENSMUSG00000039952	22520
ENSMUSG00000039953	10844
ENSMUSG00000039954	207
ENSMUSG00000039956	813
ENSMUSG00000039958	615
ENSMUSG00000039959	1910
ENSMUSG00000039960	5554
ENSMUSG00000039962	0
ENSMUSG00000039963	387
ENSMUSG00000039967	1957
ENSMUSG00000039968	2011
ENSMUSG00000039976	2711
ENSMUSG00000039977	58
ENSMUSG00000039981	43
ENSMUSG00000039982	1917
ENSMUSG00000039983	764
ENSMUSG00000039985	115
ENSMUSG00000039987	4684
ENSMUSG00000039988	2389
ENSMUSG00000039989	1325
ENSMUSG00000039990	1113
ENSMUSG00000039994	384
ENSMUSG00000039997	1406
ENSMUSG00000040003	188
ENSMUSG00000040006	4927
ENSMUSG00000040007	1480
ENSMUSG00000040009	284
ENSMUSG00000040010	376
ENSMUSG00000040013	0
ENSMUSG00000040016	528
ENSMUSG00000040017	0
ENSMUSG00000040018	1931
ENSMUSG00000040021	3237
ENSMUSG00000040022	1448
ENSMUSG00000040025	1459
ENSMUSG00000040026	1
ENSMUSG00000040028	2591
ENSMUSG00000040029	2399
ENSMUSG00000040033	1771
ENSMUSG00000040034	211
ENSMUSG00000040035	237
ENSMUSG00000040037	176
ENSMUSG00000040040	1071
ENSMUSG00000040043	3083
ENSMUSG00000040044	1922
ENSMUSG00000040046	111
ENSMUSG00000040048	6801
ENSMUSG00000040054	5320
ENSMUSG00000040055	7
ENSMUSG00000040061	222
ENSMUSG00000040065	0
ENSMUSG00000040078	181
ENSMUSG00000040084	127
ENSMUSG00000040086	20
ENSMUSG00000040093	3052
ENSMUSG00000040097	3446
ENSMUSG00000040102	492
ENSMUSG00000040105	1236
ENSMUSG00000040111	3404
ENSMUSG00000040112	1087
ENSMUSG00000040113	259
ENSMUSG00000040118	10150
ENSMUSG00000040121	8
ENSMUSG00000040123	3319
ENSMUSG00000040124	405
ENSMUSG00000040125	0
ENSMUSG00000040127	0
ENSMUSG00000040128	3991
ENSMUSG00000040132	0
ENSMUSG00000040133	33
ENSMUSG00000040134	0
ENSMUSG00000040136	324
ENSMUSG00000040138	31
ENSMUSG00000040139	233
ENSMUSG00000040140	8
ENSMUSG00000040146	3405
ENSMUSG00000040147	1812
ENSMUSG00000040148	0
ENSMUSG00000040151	2274
ENSMUSG00000040152	10398
ENSMUSG00000040154	6
ENSMUSG00000040158	1171
ENSMUSG00000040163	0
ENSMUSG00000040164	13
ENSMUSG00000040165	44
ENSMUSG00000040167	1218
ENSMUSG00000040170	3818
ENSMUSG00000040174	1218
ENSMUSG00000040177	648
ENSMUSG00000040181	3346
ENSMUSG00000040183	858
ENSMUSG00000040187	218
