gene	P8
ENSMUSG00000089528	0
ENSMUSG00000089529	0
ENSMUSG00000089530	0
ENSMUSG00000089531	0
ENSMUSG00000089533	2
ENSMUSG00000089534	0
ENSMUSG00000089536	1
ENSMUSG00000089538	0
ENSMUSG00000089539	0
ENSMUSG00000089541	0
ENSMUSG00000089542	42
ENSMUSG00000089543	0
ENSMUSG00000089544	0
ENSMUSG00000089545	0
ENSMUSG00000089546	0
ENSMUSG00000089548	0
ENSMUSG00000089549	0
ENSMUSG00000089550	0
ENSMUSG00000089551	0
ENSMUSG00000089552	0
ENSMUSG00000089553	0
ENSMUSG00000089555	0
ENSMUSG00000089556	0
ENSMUSG00000089558	0
ENSMUSG00000089560	0
ENSMUSG00000089561	0
ENSMUSG00000089562	0
ENSMUSG00000089563	0
ENSMUSG00000089564	0
ENSMUSG00000089570	0
ENSMUSG00000089571	0
ENSMUSG00000089575	0
ENSMUSG00000089576	0
ENSMUSG00000089578	0
ENSMUSG00000089580	0
ENSMUSG00000089581	0
ENSMUSG00000089583	0
ENSMUSG00000089584	0
ENSMUSG00000089585	0
ENSMUSG00000089586	0
ENSMUSG00000089587	0
ENSMUSG00000089588	0
ENSMUSG00000089589	0
ENSMUSG00000089590	0
ENSMUSG00000089591	0
ENSMUSG00000089593	0
ENSMUSG00000089596	0
ENSMUSG00000089597	0
ENSMUSG00000089598	0
ENSMUSG00000089599	0
ENSMUSG00000089601	0
ENSMUSG00000089603	0
ENSMUSG00000089605	0
ENSMUSG00000089606	0
ENSMUSG00000089607	0
ENSMUSG00000089608	0
ENSMUSG00000089609	0
ENSMUSG00000089610	0
ENSMUSG00000089612	2
ENSMUSG00000089613	0
ENSMUSG00000089614	0
ENSMUSG00000089615	0
ENSMUSG00000089616	0
ENSMUSG00000089617	0
ENSMUSG00000089618	0
ENSMUSG00000089619	0
ENSMUSG00000089621	0
ENSMUSG00000089622	0
ENSMUSG00000089624	0
ENSMUSG00000089625	0
ENSMUSG00000089627	0
ENSMUSG00000089628	3
ENSMUSG00000089630	1
ENSMUSG00000089631	0
ENSMUSG00000089633	9
ENSMUSG00000089634	0
ENSMUSG00000089635	3
ENSMUSG00000089636	4
ENSMUSG00000089639	7
ENSMUSG00000089640	2
ENSMUSG00000089643	0
ENSMUSG00000089645	0
ENSMUSG00000089646	1
ENSMUSG00000089647	2
ENSMUSG00000089648	2
ENSMUSG00000089651	0
ENSMUSG00000089652	0
ENSMUSG00000089653	0
ENSMUSG00000089654	0
ENSMUSG00000089655	0
ENSMUSG00000089656	1
ENSMUSG00000089657	0
ENSMUSG00000089659	0
ENSMUSG00000089661	33
ENSMUSG00000089662	9
ENSMUSG00000089663	17
ENSMUSG00000089664	3
ENSMUSG00000089665	38
ENSMUSG00000089666	0
ENSMUSG00000089667	0
ENSMUSG00000089669	289
ENSMUSG00000089670	6
ENSMUSG00000089671	27
ENSMUSG00000089673	0
ENSMUSG00000089675	4
ENSMUSG00000089678	67
ENSMUSG00000089679	25
ENSMUSG00000089680	0
ENSMUSG00000089682	3118
ENSMUSG00000089683	5
ENSMUSG00000089684	0
ENSMUSG00000089685	0
ENSMUSG00000089686	0
ENSMUSG00000089687	134
ENSMUSG00000089689	0
ENSMUSG00000089690	0
ENSMUSG00000089694	4
ENSMUSG00000089695	1
ENSMUSG00000089696	0
ENSMUSG00000089697	1
ENSMUSG00000089698	1
ENSMUSG00000089699	0
ENSMUSG00000089700	0
ENSMUSG00000089701	0
ENSMUSG00000089702	2
ENSMUSG00000089703	14
ENSMUSG00000089704	137
ENSMUSG00000089705	0
ENSMUSG00000089706	51
ENSMUSG00000089707	2
ENSMUSG00000089708	12
ENSMUSG00000089709	0
ENSMUSG00000089710	0
ENSMUSG00000089711	1
ENSMUSG00000089712	7
ENSMUSG00000089713	0
ENSMUSG00000089714	10
ENSMUSG00000089715	10428
ENSMUSG00000089716	0
ENSMUSG00000089717	0
ENSMUSG00000089718	76
ENSMUSG00000089719	0
ENSMUSG00000089722	0
ENSMUSG00000089723	0
ENSMUSG00000089724	0
ENSMUSG00000089726	313
ENSMUSG00000089727	5
ENSMUSG00000089728	15
ENSMUSG00000089729	0
ENSMUSG00000089730	0
ENSMUSG00000089731	0
ENSMUSG00000089732	0
ENSMUSG00000089733	7
ENSMUSG00000089735	0
ENSMUSG00000089736	285
ENSMUSG00000089737	0
ENSMUSG00000089739	0
ENSMUSG00000089742	0
ENSMUSG00000089743	0
ENSMUSG00000089744	0
ENSMUSG00000089745	2
ENSMUSG00000089746	0
ENSMUSG00000089748	0
ENSMUSG00000089749	0
ENSMUSG00000089753	5
ENSMUSG00000089754	0
ENSMUSG00000089755	41
ENSMUSG00000089756	5
ENSMUSG00000089759	21
ENSMUSG00000089760	0
ENSMUSG00000089761	0
ENSMUSG00000089762	916
ENSMUSG00000089764	15
ENSMUSG00000089766	0
ENSMUSG00000089767	0
ENSMUSG00000089768	68
ENSMUSG00000089769	51
ENSMUSG00000089771	0
ENSMUSG00000089773	0
ENSMUSG00000089774	10927
ENSMUSG00000089775	0
ENSMUSG00000089776	0
ENSMUSG00000089779	2
ENSMUSG00000089780	10
ENSMUSG00000089781	20
ENSMUSG00000089782	23
ENSMUSG00000089783	8
ENSMUSG00000089785	4
ENSMUSG00000089787	0
ENSMUSG00000089789	4
ENSMUSG00000089790	6
ENSMUSG00000089791	0
ENSMUSG00000089792	0
ENSMUSG00000089793	0
ENSMUSG00000089794	0
ENSMUSG00000089795	0
ENSMUSG00000089796	3
ENSMUSG00000089797	25
ENSMUSG00000089798	0
ENSMUSG00000089800	0
ENSMUSG00000089802	0
ENSMUSG00000089803	0
ENSMUSG00000089804	1989
ENSMUSG00000089806	0
ENSMUSG00000089807	1
ENSMUSG00000089808	1
ENSMUSG00000089809	1606
ENSMUSG00000089810	680
ENSMUSG00000089811	0
ENSMUSG00000089812	36
ENSMUSG00000089814	0
ENSMUSG00000089815	1
ENSMUSG00000089816	0
ENSMUSG00000089817	0
ENSMUSG00000089818	1
ENSMUSG00000089819	0
ENSMUSG00000089820	11
ENSMUSG00000089821	0
ENSMUSG00000089822	2
ENSMUSG00000089824	562
ENSMUSG00000089826	0
ENSMUSG00000089827	0
ENSMUSG00000089828	0
ENSMUSG00000089829	7
ENSMUSG00000089830	0
ENSMUSG00000089831	0
ENSMUSG00000089832	1599
ENSMUSG00000089833	0
ENSMUSG00000089834	0
ENSMUSG00000089835	1
ENSMUSG00000089836	0
ENSMUSG00000089837	5
ENSMUSG00000089838	3
ENSMUSG00000089839	0
ENSMUSG00000089840	0
ENSMUSG00000089842	0
ENSMUSG00000089844	20
ENSMUSG00000089847	734
ENSMUSG00000089849	27
ENSMUSG00000089851	0
ENSMUSG00000089854	0
ENSMUSG00000089857	175
ENSMUSG00000089859	0
ENSMUSG00000089861	0
ENSMUSG00000089862	576
ENSMUSG00000089865	0
ENSMUSG00000089866	0
ENSMUSG00000089868	0
ENSMUSG00000089870	1
ENSMUSG00000089871	0
ENSMUSG00000089872	944
ENSMUSG00000089873	0
ENSMUSG00000089874	3
ENSMUSG00000089875	98
ENSMUSG00000089876	1090
ENSMUSG00000089877	0
ENSMUSG00000089879	0
ENSMUSG00000089881	0
ENSMUSG00000089883	0
ENSMUSG00000089885	0
ENSMUSG00000089886	0
ENSMUSG00000089887	0
ENSMUSG00000089888	0
ENSMUSG00000089889	72
ENSMUSG00000089890	1
ENSMUSG00000089891	0
ENSMUSG00000089892	0
ENSMUSG00000089893	0
ENSMUSG00000089894	19
ENSMUSG00000089898	0
ENSMUSG00000089900	1
ENSMUSG00000089901	219
ENSMUSG00000089902	20
ENSMUSG00000089904	0
ENSMUSG00000089905	1
ENSMUSG00000089906	0
ENSMUSG00000089907	0
ENSMUSG00000089908	4
ENSMUSG00000089909	0
ENSMUSG00000089910	0
ENSMUSG00000089911	4106
ENSMUSG00000089914	0
ENSMUSG00000089916	0
ENSMUSG00000089917	2721
ENSMUSG00000089922	0
ENSMUSG00000089924	0
ENSMUSG00000089926	0
ENSMUSG00000089927	0
ENSMUSG00000089929	376
ENSMUSG00000089931	1
ENSMUSG00000089932	0
ENSMUSG00000089933	0
ENSMUSG00000089934	0
ENSMUSG00000089935	0
ENSMUSG00000089936	3
ENSMUSG00000089937	0
ENSMUSG00000089938	0
ENSMUSG00000089940	25
ENSMUSG00000089941	0
ENSMUSG00000089942	55
ENSMUSG00000089943	0
ENSMUSG00000089945	12
ENSMUSG00000089947	0
ENSMUSG00000089948	2
ENSMUSG00000089949	0
ENSMUSG00000089950	0
ENSMUSG00000089951	0
ENSMUSG00000089952	0
ENSMUSG00000089953	23
ENSMUSG00000089956	0
ENSMUSG00000089957	4
ENSMUSG00000089958	0
ENSMUSG00000089959	4
ENSMUSG00000089960	50
ENSMUSG00000089961	18
ENSMUSG00000089963	0
ENSMUSG00000089964	0
ENSMUSG00000089965	1
ENSMUSG00000089966	0
ENSMUSG00000089967	0
ENSMUSG00000089968	12
ENSMUSG00000089972	0
ENSMUSG00000089973	0
ENSMUSG00000089975	9
ENSMUSG00000089976	0
ENSMUSG00000089978	0
ENSMUSG00000089982	0
ENSMUSG00000089983	1
ENSMUSG00000089984	46
ENSMUSG00000089987	13
ENSMUSG00000089988	29
ENSMUSG00000089989	0
ENSMUSG00000089990	0
ENSMUSG00000089991	44
ENSMUSG00000089992	3
ENSMUSG00000089993	22
ENSMUSG00000089994	0
ENSMUSG00000089995	1
ENSMUSG00000089996	10
ENSMUSG00000089997	19
ENSMUSG00000089998	77
ENSMUSG00000089999	1
ENSMUSG00000090000	2878
ENSMUSG00000090001	0
ENSMUSG00000090002	1
ENSMUSG00000090003	0
ENSMUSG00000090004	0
ENSMUSG00000090005	1
ENSMUSG00000090006	0
ENSMUSG00000090007	0
ENSMUSG00000090008	0
ENSMUSG00000090009	0
ENSMUSG00000090012	0
ENSMUSG00000090013	0
ENSMUSG00000090015	744
ENSMUSG00000090016	0
ENSMUSG00000090017	1
ENSMUSG00000090019	220
ENSMUSG00000090021	1
ENSMUSG00000090023	6
ENSMUSG00000090024	2
ENSMUSG00000090026	4
ENSMUSG00000090027	0
ENSMUSG00000090030	0
ENSMUSG00000090031	518
ENSMUSG00000090033	0
ENSMUSG00000090034	1
ENSMUSG00000090035	949
ENSMUSG00000090036	0
ENSMUSG00000090038	6
ENSMUSG00000090039	4
ENSMUSG00000090040	0
ENSMUSG00000090041	0
ENSMUSG00000090042	0
ENSMUSG00000090043	0
ENSMUSG00000090044	0
ENSMUSG00000090047	0
ENSMUSG00000090048	0
ENSMUSG00000090050	0
ENSMUSG00000090051	2
ENSMUSG00000090053	35
ENSMUSG00000090054	0
ENSMUSG00000090057	0
ENSMUSG00000090059	0
ENSMUSG00000090061	5
ENSMUSG00000090062	2
ENSMUSG00000090063	2
ENSMUSG00000090066	3589
ENSMUSG00000090067	1
ENSMUSG00000090069	29
ENSMUSG00000090070	2
ENSMUSG00000090071	1
ENSMUSG00000090073	0
ENSMUSG00000090074	0
ENSMUSG00000090075	2
ENSMUSG00000090077	72
ENSMUSG00000090078	0
ENSMUSG00000090079	0
ENSMUSG00000090080	0
ENSMUSG00000090081	3
ENSMUSG00000090083	341
ENSMUSG00000090084	506
ENSMUSG00000090086	3573
ENSMUSG00000090087	0
ENSMUSG00000090088	5
ENSMUSG00000090089	0
ENSMUSG00000090090	0
ENSMUSG00000090093	192
ENSMUSG00000090095	0
ENSMUSG00000090097	0
ENSMUSG00000090098	0
ENSMUSG00000090099	0
ENSMUSG00000090100	1021
ENSMUSG00000090101	10
ENSMUSG00000090102	0
ENSMUSG00000090103	0
ENSMUSG00000090104	0
ENSMUSG00000090105	0
ENSMUSG00000090106	0
ENSMUSG00000090109	0
ENSMUSG00000090110	280
ENSMUSG00000090111	0
ENSMUSG00000090112	1607
ENSMUSG00000090113	6
ENSMUSG00000090114	2
ENSMUSG00000090115	1408
ENSMUSG00000090116	0
ENSMUSG00000090117	7
ENSMUSG00000090118	10
ENSMUSG00000090119	1
ENSMUSG00000090120	7
ENSMUSG00000090121	0
ENSMUSG00000090122	0
ENSMUSG00000090124	335
ENSMUSG00000090125	28
ENSMUSG00000090126	0
ENSMUSG00000090128	0
ENSMUSG00000090129	0
ENSMUSG00000090131	0
ENSMUSG00000090132	0
ENSMUSG00000090135	0
ENSMUSG00000090136	28
ENSMUSG00000090137	2794
ENSMUSG00000090138	0
ENSMUSG00000090141	2
ENSMUSG00000090142	3
ENSMUSG00000090145	48
ENSMUSG00000090146	0
ENSMUSG00000090147	0
ENSMUSG00000090150	3465
ENSMUSG00000090151	0
ENSMUSG00000090152	1
ENSMUSG00000090157	14
ENSMUSG00000090159	0
ENSMUSG00000090160	0
ENSMUSG00000090162	0
ENSMUSG00000090163	1
ENSMUSG00000090164	28
ENSMUSG00000090165	0
ENSMUSG00000090166	0
ENSMUSG00000090168	0
ENSMUSG00000090171	0
ENSMUSG00000090173	46
ENSMUSG00000090174	0
ENSMUSG00000090175	0
ENSMUSG00000090176	0
ENSMUSG00000090179	0
ENSMUSG00000090180	0
ENSMUSG00000090185	4
ENSMUSG00000090186	2
ENSMUSG00000090188	0
ENSMUSG00000090191	149
ENSMUSG00000090192	4
ENSMUSG00000090193	1
ENSMUSG00000090194	2
ENSMUSG00000090197	0
ENSMUSG00000090199	1
ENSMUSG00000090200	0
ENSMUSG00000090202	3
ENSMUSG00000090203	0
ENSMUSG00000090206	191
ENSMUSG00000090207	58
ENSMUSG00000090208	10
ENSMUSG00000090210	316
ENSMUSG00000090211	0
ENSMUSG00000090212	0
ENSMUSG00000090213	5211
ENSMUSG00000090214	7
ENSMUSG00000090215	24
ENSMUSG00000090216	1
ENSMUSG00000090217	0
ENSMUSG00000090219	0
ENSMUSG00000090220	0
ENSMUSG00000090222	274
ENSMUSG00000090223	24
ENSMUSG00000090224	6
ENSMUSG00000090225	0
ENSMUSG00000090226	0
ENSMUSG00000090227	0
ENSMUSG00000090228	0
ENSMUSG00000090230	5
ENSMUSG00000090231	235
ENSMUSG00000090232	0
ENSMUSG00000090235	33
ENSMUSG00000090236	107
ENSMUSG00000090237	0
ENSMUSG00000090242	0
ENSMUSG00000090243	0
ENSMUSG00000090244	2
ENSMUSG00000090246	3
ENSMUSG00000090247	1393
ENSMUSG00000090248	42
ENSMUSG00000090249	0
ENSMUSG00000090252	3
ENSMUSG00000090254	3
ENSMUSG00000090255	0
ENSMUSG00000090256	0
ENSMUSG00000090257	0
ENSMUSG00000090258	1004
ENSMUSG00000090259	0
ENSMUSG00000090260	0
ENSMUSG00000090263	0
ENSMUSG00000090264	47
ENSMUSG00000090265	0
ENSMUSG00000090266	1143
ENSMUSG00000090268	0
ENSMUSG00000090270	0
ENSMUSG00000090272	1312
ENSMUSG00000090273	35
ENSMUSG00000090277	0
ENSMUSG00000090284	0
ENSMUSG00000090290	705
ENSMUSG00000090291	22
ENSMUSG00000090292	0
ENSMUSG00000090293	3
ENSMUSG00000090298	0
ENSMUSG00000090300	0
ENSMUSG00000090302	0
ENSMUSG00000090303	0
ENSMUSG00000090304	0
ENSMUSG00000090305	1
ENSMUSG00000090306	1
ENSMUSG00000090307	19
ENSMUSG00000090308	0
ENSMUSG00000090314	146
ENSMUSG00000090315	0
ENSMUSG00000090317	4
ENSMUSG00000090318	0
ENSMUSG00000090319	1
ENSMUSG00000090322	0
ENSMUSG00000090323	0
ENSMUSG00000090326	2
ENSMUSG00000090327	7
ENSMUSG00000090328	0
ENSMUSG00000090329	1
ENSMUSG00000090330	562
ENSMUSG00000090331	0
ENSMUSG00000090332	0
ENSMUSG00000090333	0
ENSMUSG00000090334	1
ENSMUSG00000090336	0
ENSMUSG00000090338	0
ENSMUSG00000090341	0
ENSMUSG00000090342	0
ENSMUSG00000090346	0
ENSMUSG00000090350	0
ENSMUSG00000090351	0
ENSMUSG00000090352	0
ENSMUSG00000090353	0
ENSMUSG00000090355	0
ENSMUSG00000090356	1009
ENSMUSG00000090357	6
ENSMUSG00000090358	8
ENSMUSG00000090362	0
ENSMUSG00000090363	39
ENSMUSG00000090364	0
ENSMUSG00000090365	0
ENSMUSG00000090369	5
ENSMUSG00000090370	0
ENSMUSG00000090374	0
ENSMUSG00000090379	0
ENSMUSG00000090381	8
ENSMUSG00000090383	0
ENSMUSG00000090385	0
ENSMUSG00000090386	225
ENSMUSG00000090387	0
ENSMUSG00000090389	6
ENSMUSG00000090394	3925
ENSMUSG00000090395	0
ENSMUSG00000090396	0
ENSMUSG00000090397	31
ENSMUSG00000090404	0
ENSMUSG00000090406	0
ENSMUSG00000090408	0
ENSMUSG00000090411	0
ENSMUSG00000090417	0
ENSMUSG00000090427	0
ENSMUSG00000090429	0
ENSMUSG00000090436	0
ENSMUSG00000090439	9
ENSMUSG00000090440	0
ENSMUSG00000090441	0
ENSMUSG00000090448	0
ENSMUSG00000090449	0
ENSMUSG00000090451	1
ENSMUSG00000090455	0
ENSMUSG00000090457	0
ENSMUSG00000090458	15
ENSMUSG00000090459	0
ENSMUSG00000090460	0
ENSMUSG00000090461	0
ENSMUSG00000090462	0
ENSMUSG00000090464	1131
ENSMUSG00000090465	0
ENSMUSG00000090466	0
ENSMUSG00000090467	2
ENSMUSG00000090468	0
ENSMUSG00000090470	0
ENSMUSG00000090471	0
ENSMUSG00000090472	0
ENSMUSG00000090474	0
ENSMUSG00000090475	1
ENSMUSG00000090476	0
ENSMUSG00000090478	0
ENSMUSG00000090481	0
ENSMUSG00000090482	0
ENSMUSG00000090485	0
ENSMUSG00000090486	5
ENSMUSG00000090487	0
ENSMUSG00000090489	0
ENSMUSG00000090494	0
ENSMUSG00000090497	0
ENSMUSG00000090500	1
ENSMUSG00000090505	0
ENSMUSG00000090509	5
ENSMUSG00000090512	8
ENSMUSG00000090515	0
ENSMUSG00000090516	6
ENSMUSG00000090519	0
ENSMUSG00000090523	570
ENSMUSG00000090527	0
ENSMUSG00000090533	0
ENSMUSG00000090534	3
ENSMUSG00000090535	1
ENSMUSG00000090538	0
ENSMUSG00000090539	0
ENSMUSG00000090544	0
ENSMUSG00000090546	0
ENSMUSG00000090547	0
ENSMUSG00000090549	0
ENSMUSG00000090550	3
ENSMUSG00000090552	0
ENSMUSG00000090553	1336
ENSMUSG00000090555	0
ENSMUSG00000090556	2
ENSMUSG00000090558	0
ENSMUSG00000090559	0
ENSMUSG00000090561	0
ENSMUSG00000090564	15
ENSMUSG00000090565	1
ENSMUSG00000090570	16
ENSMUSG00000090572	1
ENSMUSG00000090574	1
ENSMUSG00000090576	6
ENSMUSG00000090577	0
ENSMUSG00000090578	0
ENSMUSG00000090581	0
ENSMUSG00000090582	82
ENSMUSG00000090584	0
ENSMUSG00000090585	0
ENSMUSG00000090588	26
ENSMUSG00000090589	0
ENSMUSG00000090592	0
ENSMUSG00000090594	0
ENSMUSG00000090598	0
ENSMUSG00000090602	2
ENSMUSG00000090603	0
ENSMUSG00000090607	0
ENSMUSG00000090608	6
ENSMUSG00000090610	2
ENSMUSG00000090618	0
ENSMUSG00000090619	0
ENSMUSG00000090622	62
ENSMUSG00000090623	0
ENSMUSG00000090624	0
ENSMUSG00000090625	515
ENSMUSG00000090626	770
ENSMUSG00000090627	0
ENSMUSG00000090628	0
ENSMUSG00000090629	0
ENSMUSG00000090631	0
ENSMUSG00000090634	13
ENSMUSG00000090635	0
ENSMUSG00000090636	0
ENSMUSG00000090637	1
ENSMUSG00000090638	0
ENSMUSG00000090641	203
ENSMUSG00000090642	26
ENSMUSG00000090643	0
ENSMUSG00000090655	0
ENSMUSG00000090657	0
ENSMUSG00000090658	0
ENSMUSG00000090659	453
ENSMUSG00000090660	0
ENSMUSG00000090662	0
ENSMUSG00000090665	48
ENSMUSG00000090667	10
ENSMUSG00000090671	0
ENSMUSG00000090674	23
ENSMUSG00000090675	73
ENSMUSG00000090681	0
ENSMUSG00000090682	0
ENSMUSG00000090684	0
ENSMUSG00000090685	0
ENSMUSG00000090688	0
ENSMUSG00000090690	0
ENSMUSG00000090691	38
ENSMUSG00000090692	0
ENSMUSG00000090693	8
ENSMUSG00000090698	272
ENSMUSG00000090699	0
ENSMUSG00000090700	8
ENSMUSG00000090701	0
ENSMUSG00000090704	2
ENSMUSG00000090706	2
ENSMUSG00000090707	41
ENSMUSG00000090708	0
ENSMUSG00000090709	6
ENSMUSG00000090710	0
ENSMUSG00000090713	0
ENSMUSG00000090714	0
ENSMUSG00000090715	0
ENSMUSG00000090716	0
ENSMUSG00000090718	0
ENSMUSG00000090722	38
ENSMUSG00000090724	0
ENSMUSG00000090726	0
ENSMUSG00000090727	0
ENSMUSG00000090728	0
ENSMUSG00000090731	0
ENSMUSG00000090732	0
ENSMUSG00000090733	11544
ENSMUSG00000090736	0
ENSMUSG00000090737	3
ENSMUSG00000090738	0
ENSMUSG00000090740	0
ENSMUSG00000090742	0
ENSMUSG00000090743	0
ENSMUSG00000090744	1
ENSMUSG00000090747	89
ENSMUSG00000090750	0
ENSMUSG00000090751	0
ENSMUSG00000090753	0
ENSMUSG00000090758	4
ENSMUSG00000090761	0
ENSMUSG00000090762	1
ENSMUSG00000090764	0
ENSMUSG00000090765	0
ENSMUSG00000090772	0
ENSMUSG00000090773	0
ENSMUSG00000090774	0
ENSMUSG00000090777	0
ENSMUSG00000090778	8
ENSMUSG00000090779	1
ENSMUSG00000090781	0
ENSMUSG00000090782	0
ENSMUSG00000090785	2
ENSMUSG00000090788	0
ENSMUSG00000090790	0
ENSMUSG00000090793	0
ENSMUSG00000090795	0
ENSMUSG00000090796	0
ENSMUSG00000090798	0
ENSMUSG00000090799	3864
ENSMUSG00000090801	0
ENSMUSG00000090802	0
ENSMUSG00000090806	0
ENSMUSG00000090808	0
ENSMUSG00000090812	20
ENSMUSG00000090816	0
ENSMUSG00000090817	0
ENSMUSG00000090818	1
ENSMUSG00000090821	0
ENSMUSG00000090824	0
ENSMUSG00000090827	0
ENSMUSG00000090839	0
ENSMUSG00000090840	4
ENSMUSG00000090841	25093
ENSMUSG00000090843	0
ENSMUSG00000090849	0
ENSMUSG00000090853	1
ENSMUSG00000090854	0
ENSMUSG00000090855	0
ENSMUSG00000090860	2
ENSMUSG00000090861	1
ENSMUSG00000090862	6890
ENSMUSG00000090863	101
ENSMUSG00000090864	0
ENSMUSG00000090865	0
ENSMUSG00000090868	0
ENSMUSG00000090872	1
ENSMUSG00000090873	1
ENSMUSG00000090874	0
ENSMUSG00000090877	2921
ENSMUSG00000090881	2
ENSMUSG00000090882	0
ENSMUSG00000090889	0
ENSMUSG00000090891	36
ENSMUSG00000090892	0
ENSMUSG00000090894	8
ENSMUSG00000090897	10
ENSMUSG00000090900	0
ENSMUSG00000090907	0
ENSMUSG00000090919	90
ENSMUSG00000090925	17
ENSMUSG00000090927	0
ENSMUSG00000090935	3134
ENSMUSG00000090936	41
ENSMUSG00000090939	2
ENSMUSG00000090941	0
ENSMUSG00000090942	136
ENSMUSG00000090946	1306
ENSMUSG00000090947	0
ENSMUSG00000090949	0
ENSMUSG00000090951	0
ENSMUSG00000090952	251
ENSMUSG00000090955	6
ENSMUSG00000090957	1
ENSMUSG00000090958	1187
ENSMUSG00000090961	0
ENSMUSG00000090963	183
ENSMUSG00000090964	3
ENSMUSG00000090965	2
ENSMUSG00000090966	0
ENSMUSG00000090967	0
ENSMUSG00000090968	1
ENSMUSG00000090975	0
ENSMUSG00000090981	0
ENSMUSG00000090989	0
ENSMUSG00000090990	3
ENSMUSG00000090991	0
ENSMUSG00000090994	0
ENSMUSG00000090996	1
ENSMUSG00000091002	6
ENSMUSG00000091003	0
ENSMUSG00000091004	0
ENSMUSG00000091005	0
ENSMUSG00000091006	0
ENSMUSG00000091007	18
ENSMUSG00000091008	0
ENSMUSG00000091010	0
ENSMUSG00000091011	0
ENSMUSG00000091012	0
ENSMUSG00000091013	0
ENSMUSG00000091014	0
ENSMUSG00000091016	0
ENSMUSG00000091017	0
ENSMUSG00000091019	4
ENSMUSG00000091020	0
ENSMUSG00000091021	8
ENSMUSG00000091022	0
ENSMUSG00000091027	0
ENSMUSG00000091028	0
ENSMUSG00000091031	0
ENSMUSG00000091034	6
ENSMUSG00000091037	12
ENSMUSG00000091039	0
ENSMUSG00000091040	0
ENSMUSG00000091041	0
ENSMUSG00000091043	0
ENSMUSG00000091045	0
ENSMUSG00000091048	0
ENSMUSG00000091049	0
ENSMUSG00000091050	91
ENSMUSG00000091055	1
ENSMUSG00000091058	2
ENSMUSG00000091059	0
ENSMUSG00000091060	0
ENSMUSG00000091061	0
ENSMUSG00000091071	1
ENSMUSG00000091076	0
ENSMUSG00000091077	0
ENSMUSG00000091078	1
ENSMUSG00000091079	0
ENSMUSG00000091080	0
ENSMUSG00000091083	4
ENSMUSG00000091086	43
ENSMUSG00000091087	0
ENSMUSG00000091091	0
ENSMUSG00000091096	0
ENSMUSG00000091099	0
ENSMUSG00000091101	0
ENSMUSG00000091102	0
ENSMUSG00000091105	0
ENSMUSG00000091109	0
ENSMUSG00000091110	1
ENSMUSG00000091114	0
ENSMUSG00000091116	0
ENSMUSG00000091117	0
ENSMUSG00000091119	38
ENSMUSG00000091122	0
ENSMUSG00000091123	2
ENSMUSG00000091129	0
ENSMUSG00000091131	0
ENSMUSG00000091132	0
ENSMUSG00000091133	18
ENSMUSG00000091135	0
ENSMUSG00000091140	0
ENSMUSG00000091142	0
ENSMUSG00000091144	237
ENSMUSG00000091146	0
ENSMUSG00000091147	0
ENSMUSG00000091148	0
ENSMUSG00000091149	0
ENSMUSG00000091151	0
ENSMUSG00000091154	26
ENSMUSG00000091155	0
ENSMUSG00000091157	0
ENSMUSG00000091159	1
ENSMUSG00000091160	2
ENSMUSG00000091163	1
ENSMUSG00000091165	2
ENSMUSG00000091172	0
ENSMUSG00000091174	0
ENSMUSG00000091175	0
ENSMUSG00000091177	8
ENSMUSG00000091183	160
ENSMUSG00000091184	0
ENSMUSG00000091185	0
ENSMUSG00000091189	8
ENSMUSG00000091191	20
ENSMUSG00000091192	5
ENSMUSG00000091193	0
ENSMUSG00000091194	0
ENSMUSG00000091195	0
ENSMUSG00000091198	0
ENSMUSG00000091199	34
ENSMUSG00000091204	0
ENSMUSG00000091205	0
ENSMUSG00000091206	0
ENSMUSG00000091212	0
ENSMUSG00000091215	0
ENSMUSG00000091216	0
ENSMUSG00000091221	0
ENSMUSG00000091223	0
ENSMUSG00000091227	2
ENSMUSG00000091228	10
ENSMUSG00000091230	1
ENSMUSG00000091233	1
ENSMUSG00000091237	1
ENSMUSG00000091238	0
ENSMUSG00000091239	0
ENSMUSG00000091243	421
ENSMUSG00000091248	0
ENSMUSG00000091255	0
ENSMUSG00000091259	0
ENSMUSG00000091260	4
ENSMUSG00000091264	1365
ENSMUSG00000091268	0
ENSMUSG00000091269	6
ENSMUSG00000091272	0
ENSMUSG00000091273	0
ENSMUSG00000091275	158
ENSMUSG00000091277	10
ENSMUSG00000091280	0
ENSMUSG00000091281	0
ENSMUSG00000091283	0
ENSMUSG00000091285	0
ENSMUSG00000091286	0
ENSMUSG00000091288	0
ENSMUSG00000091289	0
ENSMUSG00000091290	0
ENSMUSG00000091292	0
ENSMUSG00000091293	0
ENSMUSG00000091296	0
ENSMUSG00000091297	0
ENSMUSG00000091304	0
ENSMUSG00000091305	0
ENSMUSG00000091306	5
ENSMUSG00000091307	0
ENSMUSG00000091311	1
ENSMUSG00000091312	0
ENSMUSG00000091313	0
ENSMUSG00000091315	2
ENSMUSG00000091318	0
ENSMUSG00000091325	0
ENSMUSG00000091326	0
ENSMUSG00000091329	2
ENSMUSG00000091336	0
ENSMUSG00000091337	2828
ENSMUSG00000091345	18
ENSMUSG00000091347	0
ENSMUSG00000091350	0
ENSMUSG00000091351	0
ENSMUSG00000091355	0
ENSMUSG00000091358	2
ENSMUSG00000091361	0
