,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ZFP58,172.3219321,-0.220614898,0.187943391,-1.17383696,0.240460337,0.548491827
EQTN,4.476899638,-0.986986575,0.840923027,-1.173694314,0.240517489,0.548498314
GM10052,25.65772683,0.450428106,0.383802989,1.173591968,0.2405585,0.548498314
GM45235,9.895729771,0.673889258,0.574226136,1.173560756,0.240571008,0.548498314
COMP,637.7362269,-1.029724086,0.877581943,-1.17336517,0.240649398,0.548540827
GM41077,16.12491791,-0.900649845,0.7675623,-1.173389893,0.240639489,0.548540827
SUSD2,408.1885695,0.228620896,0.194881486,1.173127833,0.240744547,0.5486896
NAA50,2289.557432,-0.220519466,0.188018339,-1.172861472,0.240851362,0.548711766
BACH1,1640.25113,-0.223925851,0.190911566,-1.172929727,0.240823987,0.548711766
FASTK,1680.712853,-0.251726285,0.214635997,-1.172805536,0.240873798,0.548711766
GM12116,6.801626567,-1.2670001,1.080175639,-1.172957485,0.240812855,0.548711766
EVI2,23.9168692,0.486579244,0.414964549,1.172580273,0.240964164,0.548849534
LGR4,1450.333136,0.191297351,0.163158976,1.17245986,0.241012479,0.548891497
COPZ2,482.3780674,-0.218536501,0.186455619,-1.172056396,0.241174415,0.54905601
CLDN10,168.7254775,-0.496993156,0.424028388,-1.172075196,0.241166867,0.54905601
PLEKHB1,2351.876486,-0.154519598,0.131830653,-1.172106747,0.241154201,0.54905601
MLF1,782.4919969,-0.840915858,0.717630987,-1.171794241,0.241279675,0.549227554
ERICH2OS,6.323037986,1.152004088,0.983318127,1.171547698,0.241378697,0.549384855
AXIN1,850.7802232,0.195031415,0.166499016,1.171366767,0.241451384,0.549411851
FANCG,187.3340925,-0.54678933,0.46679055,-1.171380464,0.241445881,0.549411851
RAB28,909.4762128,-0.256746198,0.219203764,-1.171267291,0.241491355,0.549411851
FXYD6,858.1557312,-0.713196802,0.608934801,-1.171220304,0.241510236,0.549411851
ITIH3,6.331410913,0.785882131,0.671220689,1.17082525,0.241669026,0.549514079
SGCD,85.44035722,-0.487376852,0.416299436,-1.170736277,0.241704799,0.549514079
SLC38A6,239.3401212,-0.21224414,0.181265824,-1.170899926,0.241639005,0.549514079
RASL11B,78.10541968,0.341905272,0.291981303,1.170983442,0.241605433,0.549514079
GM3325,42.70698454,-0.392258426,0.335039506,-1.170782608,0.24168617,0.549514079
GRAMD1A,1027.769507,-0.192556454,0.164501557,-1.170544876,0.241781766,0.549617065
DDB2,363.3442858,-0.16887688,0.144289046,-1.170406796,0.241837302,0.549617065
DUSP6,996.0503402,-0.30497174,0.260570442,-1.170400364,0.241839889,0.549617065
MCTP1,86.26055014,0.337864249,0.28872301,1.170202018,0.241919681,0.549730367
LSM6,422.7747773,-0.274334155,0.234482834,-1.169954111,0.242019436,0.549889002
ATRN,1124.849351,0.164862642,0.140947625,1.169673072,0.242132559,0.550077963
CYC1,3085.198226,-0.303822069,0.259783734,-1.169519217,0.242194503,0.550150627
UQCRB,2300.141503,-0.292445647,0.250094212,-1.169341924,0.242265898,0.550176687
CNEP1R1,635.3314133,-0.207628761,0.177551207,-1.16940214,0.242241648,0.550176687
TFRC,1446.675007,-0.177405981,0.151746625,-1.169093424,0.242365993,0.550335938
ATXN3,604.8993334,0.215763672,0.184569389,1.169011138,0.242399144,0.55034316
SCD4,13.51261966,0.666117909,0.569977222,1.168674613,0.242534754,0.550582975
GM33869,33.54700988,-0.76120798,0.65142407,-1.168529097,0.24259341,0.550648057
ADGRL4,932.8890992,0.205245199,0.175672389,1.168340685,0.24266937,0.550752398
PIN4,248.7100616,0.211191077,0.180773206,1.168265377,0.242699737,0.550753246
HAUS3,148.7477648,-0.237896386,0.203656668,-1.168124706,0.242756466,0.550813911
NUDT15,127.9075744,-0.266953665,0.228568679,-1.167936334,0.242832447,0.550918238
BRPF3,799.0524601,-0.270108785,0.231301256,-1.167779154,0.242895859,0.550994028
NFE2L2,4021.278062,0.220096816,0.188514049,1.167535354,0.24299424,0.551149113
DENND1C,186.1059035,0.251003243,0.215036111,1.167260891,0.243105027,0.551315492
MRPS6,1435.980841,0.23508479,0.201408334,1.167204882,0.24312764,0.551315492
FBXO32,1757.574721,-0.44649479,0.382585294,-1.1670464,0.243191632,0.55139251
TMEM104,470.471819,0.165694932,0.14201851,1.166713633,0.243326035,0.55156104
PTPRT,24.72555646,-0.9889276,0.847591458,-1.166750314,0.243311218,0.55156104
TSPAN8,248.0205704,-0.644081854,0.552088794,-1.166627291,0.243360917,0.551572022
TMEM208,470.0855969,0.235966099,0.202287893,1.166486516,0.243417797,0.551632853
GM48865,16.91981151,0.608248899,0.521490856,1.166365415,0.243466735,0.551675674
BC048403,141.4545298,0.246610048,0.211451395,1.166272978,0.243504095,0.551692251
SERPINB1C,25.58848866,-0.818942267,0.702524286,-1.165713817,0.243730172,0.552136337
EGFL8,25.02992429,-0.459993969,0.394808533,-1.165106449,0.243975907,0.552195867
TNNI1,25.34356261,1.022078199,0.876979459,1.165452838,0.24383574,0.552195867
RASL11A,59.51527479,0.423005218,0.363077689,1.165054287,0.243997019,0.552195867
AQP11,152.5388159,0.327137534,0.280714003,1.165376616,0.243866579,0.552195867
ZFP30,99.04711672,-0.319318904,0.274054325,-1.165166445,0.243951625,0.552195867
GGH,708.9197213,0.269162254,0.230929634,1.165559611,0.243792546,0.552195867
GM30541,7.955547767,-0.770935855,0.661711685,-1.165063081,0.243993459,0.552195867
RTN4RL2,11.69689104,0.742468536,0.637335585,1.164956977,0.244036408,0.552216952
ICAM4,14.74204176,0.609292037,0.523104822,1.164760888,0.244115795,0.552328529
GM28876,7.14806048,-0.721474374,0.619538365,-1.164535426,0.244207095,0.552467031
PRKAR2A,2196.862086,-0.219440005,0.188454594,-1.164418445,0.244254476,0.552506152
RIPPLY3,75.89987403,-0.352925749,0.303217132,-1.163937364,0.244449396,0.552823789
LIME1,410.0980214,-0.237053835,0.203667924,-1.163923268,0.244455109,0.552823789
PRRX1,826.787648,-0.367749304,0.316055845,-1.163557988,0.244603185,0.553022444
EFCAB14,1459.634685,-0.142357126,0.122345323,-1.163568193,0.244599048,0.553022444
GAPDH,43462.28965,-0.391799564,0.336825664,-1.163211729,0.244743609,0.553067547
F630028O10RIK,42.52245418,0.441490481,0.379508473,1.163321804,0.244698962,0.553067547
UBA52,4750.605709,0.210643927,0.181059273,1.163397615,0.244668217,0.553067547
GM5141,71.81971806,-0.337522667,0.29015126,-1.163264524,0.244722195,0.553067547
CASP9,628.7554993,0.207763462,0.178641467,1.163019234,0.244821699,0.553175939
HBS1L,1027.830688,-0.136710703,0.117557726,-1.162924011,0.244860335,0.553195168
ZFP972,9.087443138,0.748743106,0.643934057,1.162763638,0.244925414,0.553274127
CDC42,5849.620073,0.170525002,0.146697536,1.162425808,0.245062545,0.553515808
DCTN2,2444.633815,0.107778293,0.092739698,1.162159192,0.245170807,0.553692232
CERS2,4101.904907,0.167897403,0.144515226,1.161797323,0.245317802,0.553751788
RCOR2,31.19012576,-0.54205522,0.466502594,-1.161955425,0.245253572,0.553751788
RHOB,2911.886038,-0.287684818,0.247604126,-1.161874089,0.245286614,0.553751788
GM48065,7.658056328,0.955787825,0.822653102,1.161835801,0.245302169,0.553751788
USE1,912.3839551,0.230920259,0.198835966,1.161360615,0.245495279,0.55390497
KREMEN2,6.488190022,0.974226832,0.838811268,1.161437463,0.245464041,0.55390497
LCA5L,84.42483226,-0.315020531,0.271232539,-1.161440778,0.245462694,0.55390497
3110001I22RIK,32.64824804,-0.525310927,0.452334276,-1.161333454,0.24550632,0.55390497
ARFGAP3,977.1544617,0.235961711,0.20320419,1.161204947,0.245558563,0.553954779
PIGT,1172.146592,0.125527216,0.10812295,1.16096737,0.245655169,0.55410464
DNAJC7,2415.784957,-0.126213067,0.10873379,-1.160752946,0.245742383,0.554233283
DGUOK,486.4948571,-0.172355868,0.148515409,-1.160525159,0.245835057,0.554306133
GPR146,818.1400595,-0.145109182,0.125031386,-1.160582046,0.24581191,0.554306133
MPLKIP,270.6523413,-0.197114767,0.169900124,-1.160180237,0.245975432,0.554554555
RFXAP,308.4376103,-0.212932245,0.183554353,-1.160050099,0.246028409,0.554605902
TIAM1,1194.397274,-0.21714377,0.187235944,-1.159733363,0.246157382,0.554828527
ZFP62,972.9299855,-0.159925607,0.13792632,-1.15950028,0.246252322,0.554974398
DLK1,17.21923011,-0.855455072,0.737880696,-1.159340632,0.246317366,0.555052863
COL4A2,6237.817395,0.240471291,0.207445916,1.159199932,0.246374699,0.555113939
MRPL20,530.1815003,0.1953551,0.168558574,1.158974566,0.246466553,0.555184655
CCRL2,141.6180052,0.397979186,0.343367892,1.159046014,0.246437429,0.555184655
ABI1,1506.89447,0.187451276,0.161760925,1.158816795,0.24653087,0.555261421
GM43197,31.75396938,0.385053869,0.332336216,1.158627468,0.246608068,0.555367175
GM37376,87.78666469,-0.421406862,0.363747128,-1.158515983,0.246653533,0.55540145
GM38910,134.3903649,0.312398215,0.269691218,1.158355164,0.246719128,0.555481039
KLHL10,15.62325064,-1.071395902,0.925066608,-1.158182441,0.246789593,0.555503467
ZBTB24,318.1055287,0.158958628,0.137240104,1.158252025,0.246761203,0.555503467
MORC4,214.8322621,-0.303035811,0.26174079,-1.157770674,0.246957634,0.555746825
ALPK3,1110.020494,-0.816319896,0.705079991,-1.157769199,0.246958236,0.555746825
SAMD5,27.98741255,-0.635878493,0.54934477,-1.157521702,0.247059278,0.555906081
TMEM95,8.044254261,0.824958935,0.712790823,1.157364696,0.247123392,0.555982215
GM12166,8.096149351,0.946803085,0.818277461,1.157068513,0.24724437,0.556186251
PHF11A,8.880810392,0.686869838,0.593826395,1.156684587,0.247401249,0.556470987
DDX58,1238.97664,-0.223335489,0.193123363,-1.156439523,0.247501423,0.55655996
SNTB1,342.6047613,-0.264446228,0.228667866,-1.156464319,0.247491286,0.55655996
SMAD9,1071.352603,-0.27171874,0.235045426,-1.156026494,0.24767032,0.55680339
APLP2,8776.577973,-0.181424387,0.156934025,-1.156055146,0.247658601,0.55680339
1810055G02RIK,360.1195683,0.231414727,0.200205743,1.155884561,0.247728379,0.556865738
RIPOR2,585.4437049,0.225320664,0.194967881,1.15568094,0.247811687,0.556984824
UBL4A,984.4344486,-0.176883283,0.153076368,-1.155523128,0.247876267,0.556999723
TEN1,272.376657,0.235103001,0.203461397,1.155516496,0.247878981,0.556999723
RPS27A-PS2,29.6248488,0.593495536,0.513696613,1.155342513,0.247950193,0.557091569
AP2A2,1292.908203,-0.158921032,0.137632193,-1.154679216,0.248221814,0.557224593
SIX2,31.49706353,-0.798684845,0.691532352,-1.154949356,0.248111166,0.557224593
SLC4A10,16.84013874,-0.654206624,0.566554765,-1.154710302,0.24820908,0.557224593
FAXC,44.33111177,-0.437609606,0.378895052,-1.15496258,0.248105751,0.557224593
MTUS1,2318.893079,-0.166792703,0.14443182,-1.154819644,0.248164291,0.557224593
RPS12-PS3,50.87163132,0.424613838,0.367724455,1.154706555,0.248210614,0.557224593
GM45737,14.75156638,0.687129686,0.594927183,1.154981158,0.248098143,0.557224593
MGST1,3550.171878,0.197339803,0.170934814,1.154474028,0.248305881,0.557277058
GALM,558.0525237,0.19192874,0.166238789,1.154536446,0.248280305,0.557277058
IKBKB,1455.96513,0.160651958,0.139194249,1.154156584,0.248435979,0.557500902
GM43857,80.91790621,-0.326703614,0.28313855,-1.153864826,0.248555592,0.557701164
BRF1,862.7172204,-0.201579417,0.1747585,-1.153474175,0.248715812,0.557856168
PHF14,662.0166738,-0.207253904,0.179667871,-1.153539044,0.248689202,0.557856168
BCO2,32.83870709,-0.383786762,0.332717334,-1.153491936,0.248708526,0.557856168
SVEP1,725.1381507,0.23194261,0.201133089,1.153179772,0.248836604,0.557951278
SENP1,611.1749992,0.144206164,0.12503857,1.153293447,0.248789959,0.557951278
RNF214,407.787316,-0.196756208,0.170625188,-1.153148667,0.248849369,0.557951278
ATAT1,446.3325162,-0.222196232,0.192771665,-1.152639478,0.249058392,0.55823879
TBC1D30,165.8997853,0.672178083,0.583117545,1.152731707,0.249020523,0.55823879
SPCS3,3337.176337,0.242888782,0.210728618,1.152614128,0.249068802,0.55823879
APOL10B,66.23528107,0.373968027,0.324614579,1.152037064,0.249305843,0.558633703
GM11696,88.55215167,-0.339777741,0.294930471,-1.152060485,0.249296219,0.558633703
SCAMP3,798.6487854,0.149029642,0.129408404,1.151622598,0.249476191,0.558720001
BEND5,174.4664106,-0.245877541,0.213528335,-1.151498425,0.249527243,0.558720001
UFSP2,671.6453163,-0.197911737,0.17182288,-1.151835755,0.249388572,0.558720001
8430429K09RIK,36.60713543,0.364951395,0.316875498,1.151718571,0.249436738,0.558720001
PLPPR1,22.10232344,0.559004325,0.485489038,1.151425226,0.249557341,0.558720001
RPL7L1,1199.651537,0.133363942,0.115812009,1.151555382,0.249503825,0.558720001
GM12537,10.43164794,-1.372204488,1.191608039,-1.151556924,0.249503191,0.558720001
GAL3ST4,120.2755094,-0.360082834,0.312782672,-1.151223728,0.249640206,0.558837389
CAMK2D,2586.715947,0.332833464,0.289197207,1.150887546,0.249778502,0.558942558
OLFR920,39.50152787,0.373058991,0.324111121,1.151021879,0.249723235,0.558942558
GM44136,9.110730961,-0.694281583,0.603234366,-1.150931748,0.249760315,0.558942558
EN1,10.12669626,-1.059476276,0.920729804,-1.150691844,0.249859033,0.55905464
NUP88,1061.090972,-0.185718505,0.161457532,-1.150262258,0.250035871,0.559382151
CANT1,1126.729386,0.140034847,0.121759157,1.150097047,0.250103903,0.559398047
TTC9,215.8942452,0.454889842,0.395514691,1.150121227,0.250093945,0.559398047
TBC1D22A,641.6253577,0.146447879,0.127346709,1.149993433,0.250146576,0.559425353
PFN4,9.861049907,-0.865769648,0.752934668,-1.149860253,0.250201434,0.559467598
GLO1,1859.861077,-0.14848838,0.12914303,-1.149797862,0.250227136,0.559467598
TMEM213,81.75151184,0.618227996,0.53771782,1.149725697,0.250256867,0.559467598
NUBPL,131.5148256,-0.272087699,0.23673073,-1.149355216,0.250409538,0.559740761
ARID2,1181.061194,0.186146413,0.161991756,1.149110408,0.250510457,0.559830051
ZFAND2A,385.8878949,-0.172952244,0.150505418,-1.149142977,0.250497029,0.559830051
COLEC12,699.4408138,-0.286371682,0.249269863,-1.148841978,0.250621147,0.560009262
PKDREJ,13.15924424,-0.863855475,0.752203985,-1.148432463,0.250790079,0.560250391
GOT2-PS1,5.984864367,-0.825065067,0.718426909,-1.148432856,0.250789917,0.560250391
CDC7,70.0222688,0.339153685,0.295378078,1.14820195,0.250885205,0.560292516
ART1,1177.570036,-0.797221622,0.694325601,-1.148195632,0.250887812,0.560292516
FARP2,132.7732139,-0.349471924,0.304433112,-1.147943212,0.250992008,0.560292516
EPB41L4AOS,85.22276398,0.296885039,0.258622736,1.147946399,0.250990692,0.560292516
GM16894,5.081517158,-1.573695291,1.370833954,-1.147983887,0.250975216,0.560292516
GM37968,8.091796597,0.866336617,0.754633491,1.148023017,0.250959062,0.560292516
GM37435,16.55974942,-0.704893274,0.614154145,-1.147746506,0.251073226,0.560405695
GDF1,5.656109758,2.558102049,2.22915024,1.147568254,0.251146842,0.560501878
COPS3,1143.845672,-0.155405175,0.135467878,-1.147173612,0.251309875,0.560797575
SEMA4C,1135.083629,0.235543336,0.205375719,1.146889893,0.25142713,0.560965117
JMJD4,254.8111568,-0.210102858,0.183200886,-1.146844114,0.251446054,0.560965117
GM16008,55.14531539,-0.463580665,0.404308965,-1.146600015,0.25154697,0.561122086
ZFP617,654.5455976,-0.191043741,0.166646236,-1.146402975,0.251628452,0.56123567
SLC35A4,1092.637658,-0.191497585,0.167144867,-1.14569827,0.25192002,0.561817747
ACP6,543.8417135,-0.177184284,0.154712312,-1.145250053,0.25210559,0.562095064
D830026I12RIK,21.47302467,-0.748692261,0.653703454,-1.145308711,0.252081299,0.562095064
ACSBG3,4.665228779,0.906547556,0.791727851,1.145024208,0.25219913,0.56210822
ATL3,2568.565729,0.178846754,0.156196117,1.145014084,0.252203323,0.56210822
NDUFAF5,211.7572493,-0.325321044,0.284092147,-1.145125086,0.252157345,0.56210822
CNTD1,6.086752306,-0.849926046,0.742513567,-1.144660628,0.252349767,0.562366356
NPHP1,531.3712731,-0.23711103,0.207205363,-1.144328633,0.252487373,0.562604736
RBM27,730.6201315,0.186892059,0.163336481,1.144215046,0.252534465,0.562641395
UBE2M,1075.766049,0.193802264,0.169449661,1.143715854,0.252741496,0.562772576
MTMR1,843.6233361,-0.180985804,0.158234506,-1.143782155,0.252713992,0.562772576
DEPDC1A,10.90763943,0.753933221,0.659247202,1.143627488,0.252778157,0.562772576
DCTN3,641.0763998,0.178453762,0.156040603,1.143636709,0.252774331,0.562772576
ANKRD54,377.7160932,0.195379682,0.170844445,1.143611557,0.252784767,0.562772576
PPP1R9B,1526.565737,0.13216936,0.115582676,1.143504927,0.25282901,0.562772576
1700001L05RIK,61.29221364,0.414069824,0.361963441,1.14395482,0.252642374,0.562772576
GAD1OS,4.953955109,1.030299857,0.901019736,1.143482008,0.252838521,0.562772576
STAT2,785.2055287,0.238114676,0.208318944,1.143029392,0.253026388,0.563122477
GM7334,452.489251,0.237893209,0.208197575,1.14263199,0.253191418,0.563421474
CPSF4,297.2516607,0.188972646,0.165400832,1.142513271,0.253240733,0.563459011
IRAK1,2942.030949,-0.170817174,0.149519124,-1.142443653,0.253269655,0.563459011
PERM1,1498.281525,-0.703428009,0.615967544,-1.141988756,0.253458694,0.563742974
E230029C05RIK,11.83110976,0.676385086,0.59226304,1.142034942,0.253439496,0.563742974
SIGIRR,386.9044744,0.196448418,0.172119788,1.141347087,0.253725515,0.564063151
TRIM2,1921.144479,-0.158807529,0.139137202,-1.141373594,0.253714488,0.564063151
CLSPN,16.71556346,0.664844854,0.582451008,1.14146056,0.253678315,0.564063151
CCDC85C,369.7166443,-0.299596358,0.262474348,-1.141431002,0.25369061,0.564063151
RPA1,943.1166152,-0.199078064,0.174455011,-1.141142709,0.253810541,0.564083957
MIOS,379.2245668,-0.166718122,0.146103178,-1.141098532,0.253828922,0.564083957
EME2,486.6626318,-0.233461615,0.204568233,-1.141240807,0.253769727,0.564083957
UBE2N-PS1,179.3187984,0.188791235,0.165456963,1.141029258,0.253857748,0.564083957
IPO7,2404.854272,0.137092537,0.12017089,1.140813198,0.253947667,0.564147231
KIF5A,86.79799472,-0.345217525,0.302602221,-1.140829448,0.253940903,0.564147231
PDCL,862.8628886,0.186792512,0.163754694,1.140684933,0.254001059,0.564197586
PIK3AP1,1200.214928,0.228538194,0.200430624,1.140235908,0.254188031,0.564271617
CCDC120,680.7638833,-0.248800301,0.218197341,-1.140253585,0.254180669,0.564271617
BARX2,254.9488802,0.569949629,0.499843628,1.140255867,0.254179718,0.564271617
GM15935,4.679541219,-1.211125233,1.062168726,-1.140238084,0.254187125,0.564271617
GM30984,6.234272564,-1.121172556,0.983161465,-1.140374798,0.254130188,0.564271617
9530068E07RIK,3930.371982,0.123461065,0.108307692,1.139910398,0.254323633,0.564504396
RAD51AP1,16.49812951,0.742806943,0.651706854,1.139786912,0.254375088,0.564525944
MAP7D2,32.72480157,-0.515671646,0.452446918,-1.139739547,0.254394826,0.564525944
KIFC3,1004.747312,0.205017752,0.179914888,1.139526333,0.254483692,0.564654909
U2SURP,1162.49735,0.155697527,0.136654861,1.139348612,0.25455778,0.564730727
2510016D11RIK,21.10647723,-0.51255379,0.449886083,-1.139296833,0.254579369,0.564730727
SH2B2,147.2667706,-0.445004973,0.390748113,-1.1388538,0.254764138,0.565072335
EMD,1023.45066,0.164521839,0.144549919,1.138166245,0.255051071,0.565305688
ZFP959,148.8158659,-0.261839804,0.230016563,-1.138351952,0.254973549,0.565305688
KIFC2,438.8829529,-0.229130851,0.201269682,-1.138427054,0.254942203,0.565305688
STMN4,19.53545734,-0.685804732,0.602404276,-1.138445989,0.2549343,0.565305688
PIGU,578.0921149,0.150428479,0.132170318,1.138141162,0.255061542,0.565305688
GM28417,53.88187122,-0.393210373,0.345468612,-1.138194209,0.255039396,0.565305688
GM45867,8.995766511,-0.709233496,0.623181284,-1.13808536,0.255084841,0.565305688
SUPV3L1,314.1704067,-0.189882545,0.166928649,-1.137507233,0.255326302,0.565506783
PHACTR3,12.83729261,-0.816641431,0.717751084,-1.137778053,0.255213171,0.565506783
DRAM2,1132.212699,-0.147474491,0.129649125,-1.137489282,0.255333803,0.565506783
DAPK3,448.2906168,0.203843144,0.179214466,1.137425726,0.255360358,0.565506783
SELENOT,3268.870048,-0.11507893,0.101170058,-1.137480124,0.255337629,0.565506783
GM26621,39.24109614,-0.455201488,0.400113909,-1.13767974,0.255254236,0.565506783
MCHR1,70.67208891,-0.417445139,0.367070409,-1.137234514,0.255440262,0.565615524
GM17491,150.1874928,-0.264176217,0.232336309,-1.137042327,0.255520592,0.565725178
GM6170,8.840912903,0.675644604,0.594261871,1.136947593,0.255560195,0.565744648
ASB7,377.6917591,-0.212826645,0.187245242,-1.136619775,0.25569727,0.565979866
TNNT2,15.86937659,1.022568888,0.900082352,1.136083699,0.255921537,0.566408
GPAA1,666.7404619,0.201037691,0.177011105,1.135734907,0.256067527,0.566662809
CYB5D1,221.3707969,-0.182932702,0.161092618,-1.135574703,0.256134601,0.566742942
ATXN1,993.7293639,-0.172679687,0.152085482,-1.135412039,0.256202718,0.566825362
FGL2,738.4851944,0.302553479,0.266514064,1.135225194,0.256280976,0.566930197
TMC8,31.68100642,-0.413971818,0.364712167,-1.135064457,0.256348312,0.566942558
PLAGL2,394.7406394,-0.190424255,0.167760635,-1.135094981,0.256335524,0.566942558
CD300LD5,19.04634731,0.905239376,0.797627933,1.134914337,0.256411212,0.567013378
SCN1B,2543.953233,-0.688985496,0.60721413,-1.134666442,0.256515103,0.567106529
GM28036,336.4319768,0.376071849,0.331430823,1.134691836,0.256504459,0.567106529
SYTL2,151.720147,-0.538449311,0.474598982,-1.134535327,0.256570064,0.567118293
SIMC1,252.5167996,-0.265728086,0.234238733,-1.134432734,0.256613075,0.567118293
SWT1,340.7777765,0.256949562,0.226491217,1.134479145,0.256593617,0.567118293
TACC1,1324.622551,-0.189786512,0.167312509,-1.13432351,0.256658871,0.567151245
ETV6,1658.79321,0.200193971,0.176525132,1.134081982,0.256760161,0.567238551
IL34,556.6279055,0.339163369,0.299052752,1.134125557,0.256741885,0.567238551
MRGPRE,37.43262231,0.373496011,0.329441606,1.133724475,0.25691014,0.567501612
PSD,134.6749112,-0.389560689,0.34369145,-1.133460518,0.257020912,0.567645719
D430013B06RIK,19.96772186,-0.673694879,0.594390309,-1.133421706,0.257037203,0.567645719
TSC22D1,6040.200716,0.167065791,0.147463526,1.132929585,0.257243825,0.568033712
SLC12A4,975.3577753,-0.17570078,0.155152395,-1.132440016,0.25744949,0.568351163
CAMSAP2,944.6747635,0.179986626,0.158930248,1.132488169,0.257429256,0.568351163
4833411C07RIK,5.492145756,-0.889168774,0.785502329,-1.131974714,0.257645065,0.568714549
MYLF-PS,29.82604791,-0.888507416,0.785026018,-1.131819069,0.257710509,0.568790635
PCNX,1345.289313,-0.287857816,0.254428911,-1.131387999,0.25789182,0.568920866
TPI1,9814.86055,-0.358925865,0.317366136,-1.130951998,0.258075296,0.568920866
UBXN4,2062.022985,-0.161916597,0.143172378,-1.130920639,0.258088496,0.568920866
CSTF1,542.7928487,-0.136287781,0.120515997,-1.130868802,0.258110316,0.568920866
PLPBP,1165.739023,-0.195757887,0.173053824,-1.131196538,0.257972379,0.568920866
NFATC1,928.6305879,0.282972345,0.250073176,1.131558166,0.257820236,0.568920866
PI4KB,871.8657977,0.182685662,0.161503077,1.131159017,0.257988168,0.568920866
C2CD4C,7.309908337,-0.882183038,0.779838555,-1.13123804,0.257954915,0.568920866
BZW1,2872.706203,0.161889305,0.143144819,1.130947714,0.258077099,0.568920866
A930024E05RIK,50.49929947,-0.386646111,0.341792874,-1.131229292,0.257958596,0.568920866
CSMD1,45.36069039,0.40328069,0.356475846,1.131298781,0.257929357,0.568920866
INTS13,566.0388287,-0.132077331,0.116817309,-1.13063151,0.258210219,0.569072762
MAP3K21,388.3906716,-0.219023179,0.193780179,-1.130266162,0.258364088,0.569287459
PAQR3,42.45112706,-0.404843691,0.358188562,-1.130252985,0.258369639,0.569287459
ZMAT1,331.7842795,-0.302100169,0.267348291,-1.129987282,0.258481583,0.569397471
COX16,478.8025995,-0.256401816,0.22689621,-1.1300401,0.258459328,0.569397471
EIF3C,4013.652023,-0.156212792,0.138269334,-1.129771783,0.258572401,0.569529207
SMIM15,591.2946029,0.178942428,0.158402401,1.12966992,0.258615336,0.56955546
LDAH,519.609235,-0.202730534,0.179474209,-1.129580317,0.258653109,0.569570336
FOSB,298.0674126,0.831596464,0.736290817,1.129440223,0.258712173,0.56963209
PDPN,185.779132,-0.308430205,0.273154298,-1.129142784,0.258837605,0.569771631
I730030J21RIK,13.47181036,1.253816002,1.11038344,1.129173902,0.258824481,0.569771631
ITGA11,185.9788907,-0.415245714,0.367777161,-1.129068788,0.258868817,0.569772034
XK,232.5221753,-0.224027285,0.198463252,-1.128809905,0.258978033,0.569944107
ESS2,415.3826955,0.183790768,0.16293687,1.127987595,0.259325158,0.570366257
ATP9B,1145.48154,0.21238187,0.188267875,1.128083433,0.259284685,0.570366257
RDH5,83.32367384,-0.276976527,0.245538585,-1.128036667,0.259304434,0.570366257
GPR3,4.897302231,-1.113289202,0.986712453,-1.128281293,0.259201142,0.570366257
GM26684,25.77188275,-0.882651848,0.782464237,-1.128041137,0.259302547,0.570366257
GM4349,4.854016552,0.932801321,0.827027227,1.12789675,0.259363527,0.570382328
INTS2,524.077019,-0.190080715,0.168601121,-1.127398881,0.259573872,0.570627598
SMG1,2358.741423,0.21199028,0.188025324,1.127456003,0.259549732,0.570627598
RIF1,650.5358638,-0.204494466,0.181395067,-1.127343035,0.259597474,0.570627598
SOX12,106.9882115,-0.352672252,0.31283614,-1.127338584,0.259599355,0.570627598
PSEN1,1155.479973,0.125391797,0.11126383,1.126977177,0.259752131,0.570690162
DNAJB12,899.9175567,-0.120012404,0.106487585,-1.127008414,0.259738923,0.570690162
1700001O22RIK,32.68824505,-0.43524861,0.386149903,-1.127149346,0.259679343,0.570690162
GM3531,7.146969605,0.787673465,0.698851998,1.127096248,0.25970179,0.570690162
TSNAX,1677.404693,-0.137748392,0.122261036,-1.1266745,0.259880128,0.570903072
CLDN7,1447.016875,0.236006513,0.209488209,1.126586142,0.259917501,0.570916875
GOLGA5,1149.530476,0.225993093,0.200636569,1.126380372,0.260004551,0.570994716
1700088E04RIK,175.1348071,-0.249675264,0.22166651,-1.126355371,0.260015129,0.570994716
PCGF5,605.4068098,-0.185033919,0.1643176,-1.126074867,0.260133831,0.571187079
TENT5A,1210.19066,-0.25974738,0.230729031,-1.125768089,0.260263695,0.571318859
GPATCH8,1228.327613,-0.208492501,0.18520935,-1.125712609,0.260287185,0.571318859
BEND6,23.62737994,0.550792123,0.489270787,1.125740874,0.260275217,0.571318859
QDPR,1216.934355,0.206384852,0.183379012,1.125455142,0.260396216,0.571464022
SPIDR,215.4216086,0.177582601,0.157793768,1.125409469,0.260415561,0.571464022
ASNA1,1332.365923,0.215532509,0.191541444,1.125252609,0.260482006,0.571541531
MKNK1,512.9750067,-0.184950856,0.164390599,-1.125069542,0.260559567,0.571643408
B230322F03RIK,7.967471126,-0.751306805,0.668091366,-1.124556974,0.260776815,0.572051684
FAM118A,205.6481977,-0.241785948,0.215057885,-1.12428311,0.260892941,0.572169722
FBXO36,132.3767137,-0.272446908,0.242324748,-1.124304927,0.260883689,0.572169722
SNU13,1656.899807,0.151385267,0.134664805,1.124163565,0.260943643,0.572212577
PDCL3,765.395688,0.255512077,0.227373624,1.123754254,0.261117293,0.57227188
